TM;Category;unknown;Quantity
2018-09-14T00:01:00.0000000;Gamma;636,724,800,600,000,000.00000000;139
2019-03-19 00:01:00;Kappa;636885504600000000;280
2010-09-05 00:01:00;Chi;634192416600000000;809
2015-11-20 00:01:00;Pi;635835744600000000;947
09-27-2017 12:01 AM;Omega;6.364206726E+17;47
02-14-2019 12:01 AM;Upsilon;6.368569926E+17;547
2019-06-13T00:01:00.0000000;Omega;636,959,808,600,000,000.00000000;528
2018-03-13 00:01:00;Omega;636564960600000000;676
2012-05-25 00:01:00;Theta;634735008600000000;451
2014-09-07 00:01:00;Epsilon;635456448600000000;123
2012-09-21 00:01:00;Mu;6.34838E+017;710
2015-09-05T00:02:00.0000000;Rho;635,770,081,200,000,000.00000000;9
2019-12-29T00:01:00.0000000;Epsilon;637,131,744,600,000,000.00000000;969
2019-08-09 00:01:00;Nu;637009056600000000;928
2017-05-20 00:01:00;Psi;6.36308E+017;217
2018-02-26T00:01:00.0000000;Lambda;636,552,000,600,000,000.00000000;644
10-19-2017 12:01 AM;Xi;6.364396806E+17;572
2013-08-29 00:01:00;Chi;635133312600000000;95
2013-11-05T00:01:00.0000000;Rho;635,192,064,600,000,000.00000000;821
09-13-2010 12:02 AM;Iota;6.341993292E+17;439
2013-07-05 00:01:00;Kappa;635085792600000000;739
2016-11-17 00:01:00;Lambda;636149376600000000;457
2018-01-05T00:01:00.0000000;Omega;636,507,072,600,000,000.00000000;333
2010-09-17 00:01:00;Phi;634202784600000000;481
2014-05-20 00:02:00;Gamma;635361409200000000;831
2017-03-07 00:02:00;Omicron;6.36244E+017;833
01-20-2016 12:01 AM;Phi;6.358884486E+17;647
2018-11-14 00:01:00;Omicron;6.36778E+017;951
2010-07-25 00:01:00;Sigma;634156128600000000;242
2010-03-12 00:02:00;Lambda;6.34039E+017;94
2010-10-08T00:01:00.0000000;Kappa;634,220,928,600,000,000.00000000;270
2013-02-21 00:01:00;Epsilon;634970016600000000;881
2010-03-05T00:01:00.0000000;Delta;634,033,440,600,000,000.00000000;794
2010-05-05 00:01:00;Eta;6.34086E+017;305
2013-02-07T00:01:00.0000000;Rho;634,957,920,600,000,000.00000000;96
2015-02-22 00:01:00;Zeta;635601600600000000;743
2018-08-06 00:02:00;Kappa;636691105200000000;556
2012-05-28T00:01:00.0000000;Tau;634,737,600,600,000,000.00000000;943
05-26-2010 12:01 AM;Sigma;6.341042886E+17;296
2015-05-16 00:01:00;Iota;635673312600000000;187
09-30-2011 12:01 AM;Omicron;6.345293766E+17;690
2019-11-30 00:01:00;Phi;6.37107E+017;351
08-29-2015 12:01 AM;Psi;6.357640326E+17;712
2013-05-13 00:01:00;Phi;6.35040E+017;450
2011-03-25 00:02:00;Eta;634366081200000000;618
2014-06-17 00:01:00;Omicron;6.35386E+017;191
11-30-2013 12:02 AM;Chi;6.352136652E+17;328
2013-03-11 00:01:00;Xi;634985568600000000;822
04-17-2012 12:01 AM;Alpha;6.347021766E+17;690
2010-11-29 00:02:00;Zeta;634265857200000000;476
05-30-2010 12:01 AM;Pi;6.341077446E+17;273
2011-11-14 00:01:00;Psi;634568256600000000;727
2017-05-15T00:01:00.0000000;Psi;636,304,032,600,000,000.00000000;353
04-13-2019 12:01 AM;Gamma;6.369071046E+17;424
07-28-2013 12:01 AM;Nu;6.351056646E+17;522
2016-07-06 00:01:00;Omicron;636033600600000000;645
01-02-2016 12:02 AM;Iota;6.358728972E+17;833
2013-02-10 00:01:00;Zeta;634960512600000000;779
04-07-2015 12:01 AM;Delta;6.356396166E+17;90
2014-07-01 00:01:00;Chi;635397696600000000;285
2017-04-13 00:01:00;Nu;6.36276E+017;969
12-28-2016 12:01 AM;Sigma;6.361848006E+17;674
2016-09-18 00:01:00;Rho;636097536600000000;879
08-16-2019 12:02 AM;Epsilon;6.370151052E+17;751
2011-01-26T00:01:00.0000000;Kappa;634,315,968,600,000,000.00000000;656
03-30-2017 12:02 AM;Rho;6.362642892E+17;703
2013-01-20 00:02:00;Epsilon;634942369200000000;5
2013-10-31 00:02:00;Iota;635187745200000000;390
2013-11-21 00:01:00;Omega;635205888600000000;109
2010-09-06 00:01:00;Zeta;634193280600000000;308
03-12-2011 12:01 AM;Zeta;6.343548486E+17;408
2014-12-08T00:02:00.0000000;Omega;635,535,937,200,000,000.00000000;670
2018-10-25 00:03:00;Gamma;6.36760E+017;322
03-30-2018 12:02 AM;Sigma;6.365796492E+17;792
06-23-2012 12:02 AM;Theta;6.347600652E+17;166
2017-10-04T00:02:00.0000000;Theta;636,426,721,200,000,000.00000000;879
02-24-2011 12:02 AM;Epsilon;6.343410252E+17;152
2012-10-01T00:03:00.0000000;Xi;634,846,465,800,000,000.00000000;235
2010-04-26 00:01:00;Delta;634078368600000000;954
2018-04-22T00:02:00.0000000;Eta;636,599,521,200,000,000.00000000;752
07-17-2012 12:01 AM;Sigma;6.347808006E+17;775
2013-11-19 00:01:00;Upsilon;635204160600000000;308
07-06-2010 12:01 AM;Iota;6.341397126E+17;728
2018-03-13 00:01:00;Pi;636564960600000000;470
2019-12-26 00:01:00;Beta;637129152600000000;312
2016-04-12 00:02:00;Delta;635960161200000000;129
2018-07-18 00:02:00;Phi;636674689200000000;901
2015-09-07T00:01:00.0000000;Upsilon;635,771,808,600,000,000.00000000;930
2018-06-04 00:01:00;Delta;6.36637E+017;183
2015-03-07T00:02:00.0000000;Rho;635,612,833,200,000,000.00000000;257
05-27-2010 12:02 AM;Omega;6.341051532E+17;880
03-14-2017 12:01 AM;Iota;6.362504646E+17;940
2011-03-07 00:02:00;Iota;6.34351E+017;647
11-16-2018 12:03 AM;Lambda;6.367792338E+17;10
2016-02-23 00:01:00;Upsilon;6.35918E+017;765
2014-08-27 00:02:00;Upsilon;6.35447E+017;103
2011-01-26 00:03:00;Chi;634315969800000000;985
2017-10-12 00:01:00;Xi;6.36434E+017;490
2010-03-20 00:02:00;Omega;634046401200000000;808
2011-12-20 00:02:00;Psi;634599361200000000;3
2019-12-11T00:01:00.0000000;Omicron;637,116,192,600,000,000.00000000;335
12-08-2012 12:01 AM;Xi;6.349052166E+17;352
2011-06-06 00:01:00;Lambda;634429152600000000;470
2013-01-05 00:01:00;Phi;634929408600000000;684
2014-01-17T00:02:00.0000000;Kappa;635,255,137,200,000,000.00000000;166
08-06-2010 12:01 AM;Zeta;6.341664966E+17;802
04-16-2018 12:02 AM;Beta;6.365943372E+17;757
2019-10-03 00:03:00;Xi;6.37057E+017;710
2011-01-09 00:02:00;Gamma;634301281200000000;361
05-19-2018 12:01 AM;Mu;6.366228486E+17;919
2018-02-06 00:02:00;Omega;636534721200000000;444
2016-06-26 00:03:00;Upsilon;6.36025E+017;295
2011-09-18T00:02:00.0000000;Phi;634,519,009,200,000,000.00000000;337
11-14-2019 12:01 AM;Pi;6.370928646E+17;628
2015-06-07T00:02:00.0000000;Sigma;635,692,321,200,000,000.00000000;343
04-13-2018 12:01 AM;Lambda;6.365917446E+17;165
2013-05-09 00:02:00;Pi;635036545200000000;84
2012-07-23 00:02:00;Iota;634785985200000000;95
03-06-2013 12:02 AM;Epsilon;6.349812492E+17;827
2018-04-11 00:02:00;Omega;6.36590E+017;370
2015-01-18 00:01:00;Iota;635571360600000000;567
2018-02-13 00:01:00;Theta;636540768600000000;299
2010-03-18 00:04:00;Theta;634044674400000000;780
2010-08-22 00:01:00;Xi;6.34180E+017;980
2013-04-26 00:02:00;Iota;6.35025E+017;734
2018-06-03 00:01:00;Kappa;6.36636E+017;323
10-12-2019 12:02 AM;Eta;6.370643532E+17;787
2016-05-18T00:01:00.0000000;Kappa;635,991,264,600,000,000.00000000;275
2017-02-19 00:01:00;Gamma;6.36231E+017;618
2011-10-03 00:02:00;Pi;634531969200000000;26
10-13-2013 12:01 AM;Sigma;6.351721926E+17;388
2018-11-30 00:01:00;Eta;636791328600000000;581
2017-11-26T00:04:00.0000000;Lambda;636,472,514,400,000,000.00000000;429
11-05-2016 12:03 AM;Tau;6.361390098E+17;565
08-01-2013 12:02 AM;Omicron;6.351091212E+17;21
2012-10-05 00:01:00;Upsilon;634849920600000000;774
2017-10-21 00:01:00;Epsilon;636441408600000000;585
2012-01-26 00:03:00;Zeta;6.34631E+017;149
2016-04-24 00:01:00;Phi;635970528600000000;852
07-03-2011 12:01 AM;Lambda;6.344524806E+17;821
03-09-2017 12:02 AM;Rho;6.362461452E+17;568
10-13-2017 12:02 AM;Delta;6.364344972E+17;996
08-19-2017 12:02 AM;Lambda;6.363869772E+17;352
2013-12-07 00:03:00;Epsilon;635219713800000000;473
2019-09-28T00:03:00.0000000;Xi;637,052,257,800,000,000.00000000;788
04-03-2010 12:04 AM;Tau;6.340584984E+17;520
