TM;Category;unknown;Quantity
09-25-2017 12:01 AM;Upsilon;6.364189446E+17;259
2017-09-23 00:01:00;Epsilon;6.36417E+017;767
11-03-2012 12:01 AM;Omicron;6.348749766E+17;495
2017-04-25T00:01:00.0000000;Epsilon;636,286,752,600,000,000.00000000;927
10-02-2015 12:01 AM;Xi;6.357934086E+17;493
2019-12-17 00:01:00;Rho;6.37121E+017;901
2016-07-15 00:01:00;Pi;6.36041E+017;833
2019-01-24 00:01:00;Sigma;6.36839E+017;262
2012-08-06 00:01:00;Sigma;634798080600000000;551
2010-01-17 00:01:00;Sigma;6.33993E+017;820
2010-12-19 00:01:00;Iota;634283136600000000;457
01-07-2014 12:01 AM;Tau;6.352464966E+17;612
08-19-2013 12:01 AM;Zeta;6.351246726E+17;175
2011-03-26 00:01:00;Psi;6.34367E+017;100
11-20-2017 12:02 AM;Gamma;6.364673292E+17;535
2013-09-17 00:01:00;Eta;6.35150E+017;237
2013-07-08 00:01:00;Rho;6.35088E+017;301
2010-04-09 00:01:00;Beta;634063680600000000;845
08-22-2012 12:01 AM;Beta;6.348119046E+17;172
2011-11-27 00:01:00;Eta;634579488600000000;979
04-01-2011 12:01 AM;Omega;6.343721286E+17;275
2017-11-26 00:01:00;Gamma;636472512600000000;464
05-09-2010 12:02 AM;Lambda;6.340896012E+17;785
2019-08-28 00:01:00;Omega;637025472600000000;251
05-14-2014 12:02 AM;Tau;6.353562252E+17;462
2011-05-12 00:01:00;Mu;634407552600000000;876
2016-07-30 00:01:00;Beta;636054336600000000;723
2015-11-02 00:01:00;Mu;635820192600000000;849
01-19-2010 12:01 AM;Phi;6.339945606E+17;793
12-05-2013 12:02 AM;Nu;6.352179852E+17;806
2015-11-06 00:01:00;Alpha;6.35824E+017;981
10-01-2011 12:01 AM;Chi;6.345302406E+17;441
11-05-2011 12:01 AM;Theta;6.345604806E+17;969
2012-11-13 00:01:00;Pi;6.34884E+017;401
01-09-2019 12:01 AM;Upsilon;6.368258886E+17;948
02-08-2011 12:01 AM;Delta;6.343272006E+17;897
2016-07-27T00:01:00.0000000;Upsilon;636,051,744,600,000,000.00000000;632
2018-01-28 00:01:00;Gamma;6.36527E+017;113
06-17-2010 12:01 AM;Iota;6.341232966E+17;889
03-11-2011 12:01 AM;Iota;6.343539846E+17;98
02-24-2010 12:01 AM;Mu;6.340256646E+17;356
2013-02-05T00:02:00.0000000;Xi;634,956,193,200,000,000.00000000;668
2019-03-16 00:02:00;Psi;636882913200000000;119
09-07-2011 12:02 AM;Zeta;6.345095052E+17;789
2019-07-21 00:01:00;Eta;636992640600000000;24
2015-08-15 00:02:00;Alpha;635751937200000000;802
2018-07-27 00:01:00;Gamma;6.36682E+017;90
2010-09-23 00:01:00;Zeta;634207968600000000;981
05-28-2010 12:01 AM;Alpha;6.341060166E+17;412
2012-03-05 00:02:00;Alpha;6.34665E+017;325
2018-12-20 00:02:00;Alpha;6.36809E+017;471
2010-02-21 00:01:00;Mu;6.34023E+017;563
2010-03-05T00:01:00.0000000;Rho;634,033,440,600,000,000.00000000;414
2013-04-18T00:02:00.0000000;Eta;635,018,401,200,000,000.00000000;921
2017-01-24T00:01:00.0000000;Omicron;636,208,128,600,000,000.00000000;249
11-17-2018 12:01 AM;Phi;6.367800966E+17;250
2014-10-12 00:02:00;Mu;635486689200000000;229
2017-03-19T00:01:00.0000000;Zeta;636,254,784,600,000,000.00000000;584
2013-01-06 00:01:00;Kappa;6.34930E+017;567
10-24-2015 12:01 AM;Pi;6.358124166E+17;152
2010-08-13 00:02:00;Tau;634172545200000000;240
2018-04-10 00:01:00;Mu;6.36589E+017;33
2010-10-13 00:01:00;Theta;634225248600000000;203
12-26-2011 12:01 AM;Psi;6.346045446E+17;308
2019-08-21 00:01:00;Gamma;637019424600000000;620
2017-05-19 00:03:00;Eta;6.36307E+017;422
2013-03-19 00:01:00;Xi;634992480600000000;245
2015-08-16 00:02:00;Eta;635752801200000000;53
09-03-2013 12:01 AM;Zeta;6.351376326E+17;304
02-19-2012 12:02 AM;Omicron;6.346520652E+17;370
2013-06-01 00:02:00;Xi;6.35056E+017;531
2019-11-04T00:02:00.0000000;Mu;637,084,225,200,000,000.00000000;584
05-22-2012 12:01 AM;Chi;6.347324166E+17;469
2012-12-11T00:04:00.0000000;Epsilon;634,907,810,400,000,000.00000000;291
04-16-2012 12:02 AM;Chi;6.347013132E+17;418
2017-03-24 00:01:00;Chi;636259104600000000;518
12-13-2016 12:02 AM;Omega;6.361718412E+17;980
2011-04-28T00:01:00.0000000;Omicron;634,395,456,600,000,000.00000000;26
2013-02-20 00:01:00;Xi;634969152600000000;51
2015-10-09 00:01:00;Kappa;635799456600000000;600
2010-01-25 00:03:00;Omega;633999745800000000;753
12-10-2017 12:03 AM;Epsilon;6.364846098E+17;91
2013-12-30T00:01:00.0000000;Omicron;635,239,584,600,000,000.00000000;219
2011-07-27 00:03:00;Omega;634473217800000000;774
2018-09-03 00:01:00;Xi;6.36715E+017;953
07-12-2018 12:01 AM;Pi;6.366695046E+17;455
09-28-2016 12:04 AM;Delta;6.361061784E+17;987
2015-04-15 00:02:00;Chi;635646529200000000;360
2017-05-01 00:01:00;Alpha;6.36292E+017;864
2015-03-10 00:02:00;Omega;635615425200000000;416
2017-07-03 00:03:00;Omega;636346369800000000;735
2017-01-07T00:02:00.0000000;Nu;636,193,441,200,000,000.00000000;651
2016-08-21 00:02:00;Chi;6.36073E+017;312
2013-08-06T00:02:00.0000000;Omega;635,113,441,200,000,000.00000000;868
02-04-2012 12:02 AM;Pi;6.346391052E+17;258
04-21-2016 12:02 AM;Pi;6.359679372E+17;249
2013-10-16 00:01:00;Alpha;635174784600000000;11
2015-09-03 00:02:00;Tau;635768353200000000;79
2016-08-10 00:02:00;Rho;636063841200000000;991
2016-07-11T00:01:00.0000000;Omega;636,037,920,600,000,000.00000000;782
2013-07-16 00:02:00;Delta;635095297200000000;622
2018-07-06 00:02:00;Alpha;636664321200000000;385
01-15-2012 12:01 AM;Upsilon;6.346218246E+17;846
2013-05-13 00:01:00;Beta;6.35040E+017;123
2019-06-08 00:02:00;Mu;636955489200000000;404
