TM;Category;unknown;Quantity
08-17-2013 12:01 AM;Pi;6.351229446E+17;221
2010-05-02 00:01:00;Gamma;634083552600000000;850
2019-03-15T00:01:00.0000000;Theta;636,882,048,600,000,000.00000000;985
10-09-2019 12:01 AM;Lambda;6.370617606E+17;20
2012-03-16T00:01:00.0000000;Pi;634,674,528,600,000,000.00000000;544
2010-07-31 00:01:00;Gamma;634161312600000000;395
08-16-2014 12:01 AM;Sigma;6.354374406E+17;349
2019-11-28 00:01:00;Epsilon;6.37105E+017;764
05-22-2012 12:01 AM;Tau;6.347324166E+17;709
2014-07-04 00:01:00;Rho;6.35400E+017;242
2014-07-21 00:01:00;Kappa;635414976600000000;881
11-17-2012 12:01 AM;Psi;6.348870726E+17;135
2017-04-09 00:01:00;Lambda;636272928600000000;412
2019-02-09 00:01:00;Xi;636852672600000000;276
02-24-2016 12:01 AM;Xi;6.359186886E+17;636
07-25-2014 12:01 AM;Sigma;6.354184326E+17;873
2011-05-12 00:01:00;Gamma;634407552600000000;682
2010-08-16T00:01:00.0000000;Phi;634,175,136,600,000,000.00000000;769
2015-02-19T00:01:00.0000000;Gamma;635,599,008,600,000,000.00000000;720
12-05-2012 12:02 AM;Sigma;6.349026252E+17;574
2012-10-19 00:01:00;Gamma;634862016600000000;688
2018-10-07 00:01:00;Theta;636744672600000000;46
2017-05-29 00:01:00;Xi;636316128600000000;501
2013-02-22 00:01:00;Kappa;634970880600000000;746
2018-08-31 00:01:00;Epsilon;636712704600000000;972
08-08-2016 12:01 AM;Lambda;6.360621126E+17;29
2014-05-08 00:01:00;Theta;635351040600000000;9
2016-03-03 00:01:00;Iota;635925600600000000;771
2016-09-08 00:01:00;Lambda;6.36089E+017;85
2019-10-15 00:01:00;Omicron;637066944600000000;220
11-18-2013 12:01 AM;Omega;6.352032966E+17;312
02-26-2010 12:02 AM;Phi;6.340273932E+17;523
2014-12-24 00:02:00;Beta;635549761200000000;865
05-12-2010 12:01 AM;Rho;6.340921926E+17;733
2010-05-20 00:01:00;Kappa;634099104600000000;656
03-11-2012 12:02 AM;Delta;6.346702092E+17;458
2014-10-15T00:01:00.0000000;Iota;635,489,280,600,000,000.00000000;856
2012-08-06 00:02:00;Zeta;634798081200000000;436
2019-01-01T00:01:00.0000000;Sigma;636,818,976,600,000,000.00000000;852
12-07-2018 12:01 AM;Upsilon;6.367973766E+17;60
01-18-2017 12:01 AM;Epsilon;6.362029446E+17;102
2017-02-10 00:01:00;Theta;636222816600000000;831
10-22-2015 12:01 AM;Rho;6.358106886E+17;243
2018-12-27 00:03:00;Lambda;636814657800000000;178
2013-01-08 00:01:00;Rho;6.34932E+017;320
01-17-2017 12:02 AM;Beta;6.362020812E+17;60
2017-03-01T00:01:00.0000000;Delta;636,239,232,600,000,000.00000000;833
2010-05-31 00:03:00;Pi;634108609800000000;712
2015-08-06 00:01:00;Upsilon;6.35744E+017;434
2017-02-08 00:02:00;Omicron;636221089200000000;996
12-06-2012 12:01 AM;Delta;6.349034886E+17;683
2014-06-17 00:01:00;Sigma;6.35386E+017;106
2014-02-22T00:01:00.0000000;Alpha;635,286,240,600,000,000.00000000;656
06-18-2015 12:01 AM;Chi;6.357018246E+17;732
09-16-2015 12:02 AM;Pi;6.357795852E+17;821
2012-11-27 00:02:00;Eta;634895713200000000;119
2019-08-04 00:02:00;Iota;637004737200000000;347
2012-08-15 00:01:00;Xi;6.34806E+017;696
07-16-2018 12:03 AM;Pi;6.366729618E+17;999
2011-06-08 00:01:00;Beta;6.34431E+017;114
2017-06-22 00:02:00;Theta;636336865200000000;340
12-01-2014 12:02 AM;Kappa;6.355298892E+17;237
08-11-2015 12:01 AM;Upsilon;6.357484806E+17;72
2012-12-10 00:01:00;Upsilon;634906944600000000;405
2018-05-30 00:02:00;Nu;636632353200000000;48
