TM;Category;unknown;Quantity
08-14-2015 12:01 AM;Upsilon;6.357510726E+17;23
08-20-2019 12:01 AM;Rho;6.370185606E+17;72
2016-01-26 00:01:00;Omega;635893632600000000;712
2017-10-22 00:01:00;Eta;636442272600000000;103
2016-03-28 00:01:00;Epsilon;6.35947E+017;16
01-27-2014 12:01 AM;Eta;6.352637766E+17;187
2018-01-11 00:01:00;Delta;6.36512E+017;272
02-09-2016 12:01 AM;Theta;6.359057286E+17;196
05-19-2018 12:01 AM;Gamma;6.366228486E+17;382
2014-08-22T00:01:00.0000000;Epsilon;635,442,624,600,000,000.00000000;899
10-02-2010 12:02 AM;Upsilon;6.342157452E+17;642
09-30-2016 12:01 AM;Iota;6.361079046E+17;155
2015-03-31 00:01:00;Delta;635633568600000000;466
02-15-2013 12:01 AM;Omega;6.349648326E+17;615
2010-05-16T00:01:00.0000000;Omega;634,095,648,600,000,000.00000000;733
09-12-2016 12:01 AM;Nu;6.360923526E+17;846
2012-07-28 00:01:00;Iota;6.34790E+017;38
2011-05-14T00:01:00.0000000;Psi;634,409,280,600,000,000.00000000;616
2019-06-12T00:01:00.0000000;Chi;636,958,944,600,000,000.00000000;57
2012-05-13 00:01:00;Beta;634724640600000000;982
2013-03-29 00:02:00;Gamma;635001121200000000;798
2014-08-01 00:02:00;Nu;635424481200000000;411
2011-05-01 00:01:00;Chi;634398048600000000;527
2018-10-09 00:01:00;Mu;6.36746E+017;122
2015-06-14 00:01:00;Sigma;6.35698E+017;757
2015-04-29 00:01:00;Upsilon;635658624600000000;496
2016-06-20 00:01:00;Kappa;636019776600000000;210
2019-09-13T00:01:00.0000000;Omicron;637,039,296,600,000,000.00000000;47
2014-06-17 00:02:00;Iota;6.35386E+017;1
2012-04-29 00:01:00;Mu;6.34713E+017;564
2013-12-26 00:02:00;Xi;635236129200000000;777
11-10-2014 12:01 AM;Xi;6.355117446E+17;225
2016-05-03 00:01:00;Omega;6.35978E+017;439
2019-04-27 00:01:00;Phi;6.36919E+017;119
2011-10-27 00:01:00;Kappa;634552704600000000;960
2019-05-28 00:01:00;Theta;636945984600000000;484
2016-02-19 00:02:00;Mu;635914369200000000;207
11-14-2019 12:02 AM;Xi;6.370928652E+17;374
08-09-2015 12:02 AM;Upsilon;6.357467532E+17;27
2019-06-27 00:02:00;Xi;636971905200000000;84
2016-03-10 00:01:00;Phi;6.35932E+017;797
2011-09-01 00:02:00;Eta;634504321200000000;485
2012-01-27 00:01:00;Sigma;634632192600000000;252
2012-09-20 00:01:00;Gamma;6.34837E+017;440
2013-11-26 00:01:00;Kappa;635210208600000000;813
2012-07-01 00:01:00;Tau;634766976600000000;622
2010-07-15 00:03:00;Omicron;6.34147E+017;527
2017-06-08 00:01:00;Delta;6.36325E+017;667
10-06-2014 12:01 AM;Lambda;6.354815046E+17;557
2019-10-18T00:01:00.0000000;Omicron;637,069,536,600,000,000.00000000;685
2011-10-14 00:01:00;Eta;6.34541E+017;52
05-08-2011 12:01 AM;Omega;6.344040966E+17;166
2018-08-07 00:01:00;Delta;636691968600000000;255
2013-11-12 00:01:00;Omicron;6.35198E+017;500
2014-09-15 00:01:00;Pi;6.35463E+017;559
2015-01-11 00:02:00;Theta;635565313200000000;39
2014-08-22T00:01:00.0000000;Mu;635,442,624,600,000,000.00000000;918
09-30-2017 12:01 AM;Pi;6.364232646E+17;606
2016-01-25 00:01:00;Alpha;635892768600000000;170
2017-11-26 00:02:00;Omega;636472513200000000;548
2019-05-09T00:01:00.0000000;Beta;636,929,568,600,000,000.00000000;491
2014-02-02 00:01:00;Lambda;635268960600000000;289
2016-03-09 00:01:00;Psi;635930784600000000;621
03-30-2018 12:01 AM;Zeta;6.365796486E+17;165
2012-08-11 00:02:00;Iota;634802401200000000;907
2017-08-11T00:02:00.0000000;Pi;636,380,065,200,000,000.00000000;242
2019-06-30T00:01:00.0000000;Zeta;636,974,496,600,000,000.00000000;614
2018-01-21T00:02:00.0000000;Tau;636,520,897,200,000,000.00000000;399
2011-07-14 00:02:00;Epsilon;6.34462E+017;720
12-31-2010 12:04 AM;Omega;6.342935064E+17;511
2012-04-24T00:01:00.0000000;Rho;634,708,224,600,000,000.00000000;574
2011-03-01T00:03:00.0000000;Phi;634,345,345,800,000,000.00000000;271
05-11-2016 12:01 AM;Lambda;6.359852166E+17;148
2018-07-25 00:03:00;Beta;636680737800000000;450
11-20-2017 12:02 AM;Iota;6.364673292E+17;512
2012-03-23 00:01:00;Beta;6.34681E+017;704
04-22-2015 12:01 AM;Gamma;6.356525766E+17;308
2015-12-02 00:01:00;Iota;635846112600000000;594
12-14-2015 12:01 AM;Phi;6.358564806E+17;519
2018-10-19T00:03:00.0000000;Omicron;636,755,041,800,000,000.00000000;264
2014-01-01 00:02:00;Psi;635241313200000000;397
2010-08-23 00:01:00;Sigma;6.34181E+017;246
2013-01-06 00:01:00;Iota;6.34930E+017;90
12-29-2011 12:01 AM;Omicron;6.346071366E+17;790
2012-05-15 00:01:00;Zeta;634726368600000000;179
05-28-2015 12:02 AM;Tau;6.356836812E+17;883
2018-01-03T00:02:00.0000000;Chi;636,505,345,200,000,000.00000000;598
2015-03-30 00:01:00;Kappa;635632704600000000;695
01-17-2017 12:02 AM;Upsilon;6.362020812E+17;404
2017-05-01 00:03:00;Omega;6.36292E+017;274
2018-07-01 00:02:00;Psi;636660001200000000;437
2017-06-07 00:01:00;Alpha;6.36324E+017;603
04-15-2018 12:02 AM;Beta;6.365934732E+17;813
2013-06-07 00:04:00;Tau;635061602400000000;351
01-30-2018 12:02 AM;Upsilon;6.365286732E+17;341
05-27-2016 12:02 AM;Iota;6.359990412E+17;317
2010-11-15T00:02:00.0000000;Psi;634,253,761,200,000,000.00000000;966
04-16-2018 12:02 AM;Iota;6.365943372E+17;439
01-18-2016 12:03 AM;Omega;6.358867218E+17;88
2015-03-30 00:01:00;Zeta;635632704600000000;180
2011-07-21 00:02:00;Omicron;634468033200000000;789
06-01-2019 12:03 AM;Omega;6.369494418E+17;4
2017-05-09 00:02:00;Omicron;636298849200000000;729
07-21-2016 12:02 AM;Alpha;6.360465612E+17;915
10-29-2012 12:01 AM;Eta;6.348706566E+17;272
2011-06-04 00:03:00;Nu;634427425800000000;538
2018-11-08T00:02:00.0000000;Theta;636,772,321,200,000,000.00000000;723
09-05-2018 12:02 AM;Epsilon;6.367170252E+17;889
09-18-2014 12:02 AM;Theta;6.354659532E+17;341
2017-04-23T00:03:00.0000000;Beta;636,285,025,800,000,000.00000000;130
2019-02-24T00:01:00.0000000;Eta;636,865,632,600,000,000.00000000;389
01-14-2012 12:01 AM;Omicron;6.346209606E+17;825
08-07-2010 12:01 AM;Theta;6.341673606E+17;745
2016-02-12 00:03:00;Epsilon;635908321800000000;135
2010-01-30 00:03:00;Mu;634004065800000000;445
07-30-2019 12:01 AM;Psi;6.370004166E+17;278
11-07-2010 12:02 AM;Nu;6.342468492E+17;376
2017-04-15 00:01:00;Zeta;6.36278E+017;728
2011-10-04 00:02:00;Theta;634532833200000000;490
2013-09-10 00:01:00;Tau;635143680600000000;529
2014-02-17 00:02:00;Lambda;635281921200000000;677
2017-03-26 00:01:00;Alpha;6.36261E+017;79
04-22-2011 12:01 AM;Iota;6.343902726E+17;244
06-12-2010 12:02 AM;Delta;6.341189772E+17;887
06-13-2017 12:01 AM;Tau;6.363290886E+17;10
2015-07-17 00:03:00;Eta;6.35727E+017;58
2013-07-23 00:01:00;Chi;635101344600000000;863
07-24-2014 12:02 AM;Eta;6.354175692E+17;331
2015-05-23 00:01:00;Lambda;635679360600000000;406
2010-06-10 00:01:00;Alpha;6.34117E+017;836
2016-12-03 00:03:00;Sigma;636163201800000000;424
2017-10-25 00:02:00;Xi;636444865200000000;573
2010-10-07 00:02:00;Mu;634220065200000000;517
2018-05-28T00:01:00.0000000;Epsilon;636,630,624,600,000,000.00000000;231
2017-03-06 00:01:00;Rho;636243552600000000;398
2013-08-13 00:02:00;Theta;6.35119E+017;438
2018-01-24 00:02:00;Lambda;636523489200000000;988
2019-12-27 00:02:00;Eta;637130017200000000;439
2011-08-28 00:03:00;Theta;634500865800000000;374
2016-04-07 00:02:00;Beta;635955841200000000;624
2010-11-11 00:03:00;Tau;634250305800000000;805
04-26-2014 12:02 AM;Theta;6.353406732E+17;367
