TM;Category;unknown;Quantity
2017-07-25T00:01:00.0000000;Mu;636,365,376,600,000,000.00000000;544
2018-12-21 00:01:00;Psi;6.36809E+017;489
03-18-2015 12:01 AM;Psi;6.356223366E+17;663
2019-02-12 00:01:00;Kappa;6.36855E+017;221
2019-08-11 00:01:00;Gamma;637010784600000000;39
2012-01-21T00:03:00.0000000;Rho;634,627,009,800,000,000.00000000;685
12-11-2017 12:01 AM;Iota;6.364854726E+17;568
01-18-2011 12:01 AM;Kappa;6.343090566E+17;506
2011-12-14 00:01:00;Upsilon;634594176600000000;232
2016-06-04T00:01:00.0000000;Kappa;636,005,952,600,000,000.00000000;437
02-08-2016 12:01 AM;Xi;6.359048646E+17;202
2014-01-17T00:01:00.0000000;Iota;635,255,136,600,000,000.00000000;396
03-10-2019 12:01 AM;Tau;6.368777286E+17;25
2019-10-07 00:01:00;Epsilon;6.37060E+017;248
11-07-2015 12:01 AM;Delta;6.358245126E+17;945
04-11-2013 12:02 AM;Iota;6.350123532E+17;814
2010-08-31 00:01:00;Omega;634188096600000000;193
2016-12-07 00:02:00;Nu;6.36167E+017;899
2013-12-15 00:01:00;Psi;635226624600000000;492
10-30-2013 12:01 AM;Beta;6.351868806E+17;643
06-23-2013 12:01 AM;Mu;6.350754246E+17;247
07-09-2014 12:01 AM;Tau;6.354046086E+17;306
2010-10-08T00:01:00.0000000;Gamma;634,220,928,600,000,000.00000000;493
2015-12-04 00:01:00;Tau;635847840600000000;728
2012-10-24 00:01:00;Mu;634866336600000000;539
05-19-2013 12:01 AM;Eta;6.350451846E+17;181
2011-01-15 00:01:00;Gamma;6.34306E+017;284
08-03-2018 12:01 AM;Upsilon;6.366885126E+17;575
02-20-2017 12:01 AM;Eta;6.362314566E+17;295
2012-02-29 00:03:00;Epsilon;634660705800000000;100
2016-07-16 00:01:00;Alpha;6.36042E+017;90
2018-09-03 00:02:00;Omicron;6.36715E+017;921
2014-01-21 00:01:00;Gamma;6.35259E+017;122
08-31-2014 12:02 AM;Rho;6.354504012E+17;539
2018-01-27 00:03:00;Sigma;6.36526E+017;380
2012-08-07T00:02:00.0000000;Eta;634,798,945,200,000,000.00000000;174
2016-09-09 00:01:00;Lambda;6.36090E+017;433
09-11-2017 12:01 AM;Kappa;6.364068486E+17;94
2010-07-12 00:02:00;Pi;634144897200000000;798
2015-05-27 00:01:00;Rho;6.35683E+017;544
2015-04-17 00:01:00;Xi;635648256600000000;534
2012-06-18 00:01:00;Sigma;634755744600000000;864
2015-05-07 00:02:00;Tau;6.35666E+017;115
04-09-2013 12:02 AM;Tau;6.350106252E+17;346
2010-03-10 00:02:00;Psi;6.34038E+017;565
2011-01-29 00:01:00;Psi;634318560600000000;394
01-22-2010 12:01 AM;Beta;6.339971526E+17;690
2015-12-21 00:01:00;Beta;635862528600000000;803
2017-09-21 00:01:00;Xi;636415488600000000;440
2016-10-25T00:01:00.0000000;Nu;636,129,504,600,000,000.00000000;18
2017-08-31T00:01:00.0000000;Tau;636,397,344,600,000,000.00000000;756
2010-08-15T00:02:00.0000000;Gamma;634,174,273,200,000,000.00000000;410
05-29-2016 12:01 AM;Nu;6.360007686E+17;826
2017-03-24 00:02:00;Omega;636259105200000000;295
2013-01-05 00:02:00;Zeta;6.34929E+017;884
2015-11-01 00:01:00;Epsilon;635819328600000000;360
01-26-2014 12:02 AM;Sigma;6.352629132E+17;408
2011-04-07T00:02:00.0000000;Iota;634,377,313,200,000,000.00000000;71
05-23-2011 12:02 AM;Iota;6.344170572E+17;677
2012-01-10 00:02:00;Phi;6.34618E+017;89
05-28-2016 12:01 AM;Delta;6.359999046E+17;555
08-27-2010 12:02 AM;Alpha;6.341846412E+17;404
2019-07-08 00:01:00;Delta;6.36981E+017;142
2011-06-22 00:02:00;Tau;634442977200000000;611
2014-05-09 00:01:00;Mu;635351904600000000;635
2019-05-13 00:01:00;Nu;6.36933E+017;837
2013-02-20 00:01:00;Phi;634969152600000000;807
2011-12-14 00:03:00;Pi;634594177800000000;256
05-12-2014 12:03 AM;Lambda;6.353544978E+17;486
08-27-2015 12:03 AM;Sigma;6.357623058E+17;435
2014-05-28 00:01:00;Delta;6.35368E+017;391
2011-07-29 00:01:00;Psi;634474944600000000;713
2018-04-17 00:03:00;Tau;636595201800000000;661
12-29-2017 12:01 AM;Tau;6.365010246E+17;114
02-06-2016 12:01 AM;Iota;6.359031366E+17;290
2013-04-02T00:01:00.0000000;Xi;635,004,576,600,000,000.00000000;59
05-18-2014 12:01 AM;Nu;6.353596806E+17;958
09-02-2019 12:01 AM;Iota;6.370297926E+17;793
2017-12-03 00:01:00;Phi;636478560600000000;28
2018-08-24 00:01:00;Upsilon;636706656600000000;320
2010-12-02T00:02:00.0000000;Pi;634,268,449,200,000,000.00000000;428
2012-02-09T00:02:00.0000000;Pi;634,643,425,200,000,000.00000000;848
2015-05-07 00:01:00;Rho;6.35666E+017;628
05-02-2018 12:02 AM;Delta;6.366081612E+17;952
2010-11-16 00:02:00;Alpha;634254625200000000;251
2016-02-17T00:01:00.0000000;Lambda;635,912,640,600,000,000.00000000;845
2014-01-15T00:02:00.0000000;Zeta;635,253,409,200,000,000.00000000;307
08-25-2016 12:02 AM;Upsilon;6.360768012E+17;768
2010-12-18 00:01:00;Kappa;634282272600000000;408
2015-04-16 00:01:00;Xi;635647392600000000;837
2010-10-26T00:02:00.0000000;Nu;634,236,481,200,000,000.00000000;926
2010-11-01 00:02:00;Theta;6.34242E+017;945
07-10-2014 12:02 AM;Phi;6.354054732E+17;633
2013-12-08 00:01:00;Alpha;635220576600000000;419
