TM;Category;unknown;Quantity
2019-06-29 00:01:00;Theta;636973632600000000;30
2015-12-26 00:01:00;Lambda;635866848600000000;245
2011-06-19T00:01:00.0000000;Omega;634,440,384,600,000,000.00000000;743
2011-10-29 00:01:00;Omega;634554432600000000;938
02-02-2012 12:01 AM;Epsilon;6.346373766E+17;297
2010-11-18 00:01:00;Psi;634256352600000000;637
2015-09-22 00:01:00;Upsilon;635784768600000000;996
08-17-2018 12:01 AM;Nu;6.367006086E+17;920
2014-02-27 00:01:00;Theta;6.35291E+017;907
2019-05-25T00:01:00.0000000;Kappa;636,943,392,600,000,000.00000000;481
12-27-2018 12:01 AM;Beta;6.368146566E+17;473
06-14-2011 12:01 AM;Zeta;6.344360646E+17;846
2018-12-01 00:01:00;Delta;6.36792E+017;959
08-31-2015 12:01 AM;Tau;6.357657606E+17;230
09-14-2010 12:01 AM;Omega;6.342001926E+17;883
09-13-2011 12:01 AM;Delta;6.345146886E+17;886
2012-02-25 00:02:00;Alpha;634657249200000000;786
2015-10-17 00:02:00;Delta;6.35806E+017;64
05-20-2012 12:01 AM;Mu;6.347306886E+17;363
2018-07-08 00:01:00;Rho;636666048600000000;850
2012-02-26 00:01:00;Theta;634658112600000000;642
2016-02-21 00:02:00;Beta;6.35916E+017;15
2019-08-14 00:01:00;Pi;6.37013E+017;977
2015-02-08 00:01:00;Upsilon;6.35590E+017;915
2017-09-23 00:01:00;Nu;6.36417E+017;48
12-13-2011 12:01 AM;Omicron;6.345933126E+17;348
05-22-2018 12:01 AM;Zeta;6.366254406E+17;161
07-25-2015 12:01 AM;Alpha;6.357337926E+17;776
2015-01-01 00:02:00;Epsilon;6.35557E+017;591
2018-06-17 00:02:00;Phi;636647905200000000;795
2015-01-16 00:02:00;Nu;635569633200000000;935
11-19-2018 12:01 AM;Phi;6.367818246E+17;6
2014-06-08 00:01:00;Tau;635377824600000000;981
2015-09-09 00:01:00;Gamma;635773536600000000;641
06-09-2012 12:02 AM;Omicron;6.347479692E+17;25
2017-11-08 00:01:00;Gamma;636456960600000000;370
2017-12-21 00:01:00;Omega;636494112600000000;553
2011-07-14 00:01:00;Phi;6.34462E+017;149
2014-07-23 00:01:00;Alpha;6.35417E+017;681
2015-03-25 00:01:00;Omicron;635628384600000000;430
10-22-2010 12:02 AM;Psi;6.342330252E+17;695
02-05-2010 12:03 AM;Phi;6.340092498E+17;838
2015-03-27T00:01:00.0000000;Theta;635,630,112,600,000,000.00000000;843
2017-02-16 00:02:00;Delta;6.36228E+017;853
2019-08-12 00:01:00;Zeta;6.37012E+017;556
2017-12-05 00:02:00;Mu;6.36480E+017;326
2010-02-19 00:01:00;Epsilon;634021344600000000;574
2019-12-17 00:03:00;Nu;6.37121E+017;348
