TM;Category;unknown;Quantity
02-23-2011 12:01 AM;Lambda;6.343401606E+17;281
2013-10-20 00:01:00;Xi;635178240600000000;276
05-31-2015 12:02 AM;Omega;6.356862732E+17;335
2015-01-16 00:01:00;Xi;635569632600000000;409
08-17-2014 12:01 AM;Kappa;6.354383046E+17;375
2016-12-23 00:01:00;Theta;636180480600000000;480
2014-01-03 00:01:00;Epsilon;6.35243E+017;687
11-06-2011 12:01 AM;Mu;6.345613446E+17;355
2018-10-23 00:01:00;Upsilon;636758496600000000;495
2010-07-16 00:02:00;Mu;6.34148E+017;232
2013-06-13T00:01:00.0000000;Alpha;635,066,784,600,000,000.00000000;814
02-17-2019 12:01 AM;Omicron;6.368595846E+17;966
2018-09-12 00:01:00;Pi;636723072600000000;837
2016-03-21 00:01:00;Delta;635941152600000000;791
2010-05-18T00:01:00.0000000;Xi;634,097,376,600,000,000.00000000;811
2012-03-22 00:01:00;Omega;634679712600000000;438
2010-05-18T00:01:00.0000000;Sigma;634,097,376,600,000,000.00000000;245
2010-12-27 00:01:00;Omicron;6.34290E+017;26
11-30-2014 12:01 AM;Mu;6.355290246E+17;861
2011-11-18 00:01:00;Eta;6.34572E+017;684
12-13-2016 12:01 AM;Omega;6.361718406E+17;210
2016-08-12 00:01:00;Zeta;636065568600000000;140
2014-06-11T00:01:00.0000000;Lambda;635,380,416,600,000,000.00000000;124
2019-04-02T00:02:00.0000000;Epsilon;636,897,601,200,000,000.00000000;758
2015-12-12 00:01:00;Xi;6.35855E+017;120
2016-08-29 00:01:00;Nu;636080256600000000;973
2012-12-11 00:01:00;Xi;634907808600000000;410
06-24-2012 12:01 AM;Kappa;6.347609286E+17;761
05-30-2010 12:01 AM;Phi;6.341077446E+17;337
2015-02-02T00:01:00.0000000;Pi;635,584,320,600,000,000.00000000;323
2016-09-27 00:01:00;Gamma;6.36105E+017;446
03-27-2018 12:01 AM;Mu;6.365770566E+17;112
2013-12-09T00:02:00.0000000;Xi;635,221,441,200,000,000.00000000;620
2017-06-04 00:01:00;Rho;636321312600000000;155
2018-02-23 00:01:00;Mu;636549408600000000;991
06-29-2018 12:01 AM;Psi;6.366582726E+17;311
08-17-2012 12:02 AM;Pi;6.348075852E+17;296
2013-06-02 00:01:00;Sigma;6.35057E+017;745
07-22-2015 12:01 AM;Epsilon;6.357312006E+17;470
04-10-2013 12:02 AM;Sigma;6.350114892E+17;297
2014-09-12 00:02:00;Pi;635460769200000000;827
2016-11-11 00:01:00;Xi;636144192600000000;382
2017-03-23 00:02:00;Delta;636258241200000000;899
2014-05-20 00:01:00;Eta;635361408600000000;855
2019-07-08 00:01:00;Phi;6.36981E+017;452
2010-09-02T00:02:00.0000000;Rho;634,189,825,200,000,000.00000000;505
2015-06-10 00:01:00;Mu;635694912600000000;898
2010-04-14 00:03:00;Pi;634068001800000000;859
2017-09-01 00:02:00;Xi;636398209200000000;62
2016-10-26T00:01:00.0000000;Tau;636,130,368,600,000,000.00000000;710
2014-09-25T00:03:00.0000000;Omicron;635,472,001,800,000,000.00000000;842
08-11-2010 12:01 AM;Psi;6.341708166E+17;200
09-22-2018 12:02 AM;Kappa;6.367317132E+17;113
2016-04-24 00:02:00;Gamma;635970529200000000;784
01-05-2015 12:02 AM;Sigma;6.355601292E+17;716
2016-07-06 00:01:00;Theta;636033600600000000;274
2012-05-12 00:02:00;Tau;634723777200000000;111
2012-05-29T00:01:00.0000000;Gamma;634,738,464,600,000,000.00000000;162
06-10-2012 12:02 AM;Psi;6.347488332E+17;787
12-26-2017 12:02 AM;Kappa;6.364984332E+17;565
05-09-2011 12:02 AM;Omicron;6.344049612E+17;459
09-08-2017 12:01 AM;Psi;6.364042566E+17;650
03-06-2019 12:02 AM;Lambda;6.368742732E+17;288
2018-04-21T00:03:00.0000000;Theta;636,598,657,800,000,000.00000000;316
2011-06-23 00:01:00;Kappa;634443840600000000;676
2015-07-14T00:02:00.0000000;Phi;635,724,289,200,000,000.00000000;555
08-20-2011 12:02 AM;Theta;6.344939532E+17;916
2011-05-01 00:01:00;Psi;634398048600000000;866
05-02-2019 12:02 AM;Phi;6.369235212E+17;826
2013-02-02 00:02:00;Delta;634953601200000000;893
2012-07-03T00:02:00.0000000;Rho;634,768,705,200,000,000.00000000;400
01-27-2019 12:01 AM;Iota;6.368414406E+17;18
2011-09-04 00:01:00;Tau;634506912600000000;680
01-17-2012 12:02 AM;Mu;6.346235532E+17;419
2014-11-06 00:02:00;Epsilon;6.35508E+017;171
2013-06-08 00:03:00;Gamma;635062465800000000;218
03-26-2013 12:02 AM;Chi;6.349985292E+17;166
07-16-2018 12:01 AM;Psi;6.366729606E+17;28
2014-01-19 00:02:00;Gamma;635256865200000000;97
2010-04-08 00:01:00;Pi;634062816600000000;154
2016-11-02 00:02:00;Xi;6.36136E+017;828
11-24-2016 12:02 AM;Alpha;6.361554252E+17;73
2012-04-07 00:01:00;Sigma;634693536600000000;981
2012-09-16 00:02:00;Tau;634833505200000000;709
2017-01-12 00:03:00;Phi;6.36198E+017;544
2017-01-04 00:02:00;Nu;636190849200000000;362
2010-10-07 00:01:00;Omicron;634220064600000000;842
2014-12-08T00:02:00.0000000;Rho;635,535,937,200,000,000.00000000;902
03-30-2012 12:01 AM;Sigma;6.346866246E+17;254
2019-07-22 00:02:00;Pi;636993505200000000;127
09-28-2016 12:02 AM;Gamma;6.361061772E+17;785
2017-10-25 00:02:00;Gamma;636444865200000000;171
2015-02-24 00:01:00;Eta;6.35603E+017;557
2010-06-11 00:01:00;Mu;6.34118E+017;650
2014-10-11 00:01:00;Upsilon;635485824600000000;287
09-08-2017 12:02 AM;Upsilon;6.364042572E+17;817
2019-04-21T00:01:00.0000000;Tau;636,914,016,600,000,000.00000000;829
2019-03-13T00:02:00.0000000;Phi;636,880,321,200,000,000.00000000;94
01-13-2012 12:01 AM;Upsilon;6.346200966E+17;117
2013-11-10 00:03:00;Delta;6.35196E+017;269
2015-06-07T00:03:00.0000000;Omega;635,692,321,800,000,000.00000000;740
2012-01-20 00:01:00;Pi;634626144600000000;919
2014-05-29 00:02:00;Psi;6.35369E+017;895
07-10-2014 12:02 AM;Delta;6.354054732E+17;389
2018-02-14 00:03:00;Rho;6.36542E+017;613
