TM;Category;unknown;Quantity
11-07-2015 12:01 AM;Upsilon;6.358245126E+17;991
12-07-2018 12:01 AM;Pi;6.367973766E+17;218
2013-12-08 00:01:00;Lambda;635220576600000000;391
11-09-2014 12:02 AM;Gamma;6.355108812E+17;672
02-07-2010 12:01 AM;Omega;6.340109766E+17;407
09-23-2013 12:01 AM;Nu;6.351549126E+17;446
2015-05-08 00:01:00;Upsilon;6.35666E+017;108
06-01-2014 12:01 AM;Alpha;6.353717766E+17;373
2011-05-29 00:01:00;Chi;634422240600000000;862
2019-11-22T00:01:00.0000000;Phi;637,099,776,600,000,000.00000000;837
05-03-2019 12:01 AM;Epsilon;6.369243846E+17;452
12-24-2019 12:02 AM;Zeta;6.371274252E+17;226
2016-09-27 00:01:00;Nu;6.36105E+017;460
2017-09-01 00:02:00;Zeta;636398209200000000;901
07-21-2010 12:01 AM;Mu;6.341526726E+17;317
2011-11-14 00:01:00;Alpha;634568256600000000;693
05-14-2014 12:02 AM;Nu;6.353562252E+17;384
2010-07-08 00:01:00;Kappa;634141440600000000;188
2012-01-29 00:01:00;Iota;6.34634E+017;242
10-02-2010 12:01 AM;Beta;6.342157446E+17;866
08-07-2011 12:01 AM;Phi;6.344827206E+17;529
2012-04-09 00:01:00;Phi;634695264600000000;353
2011-03-28 00:01:00;Iota;6.34369E+017;396
2016-07-14 00:01:00;Gamma;636040512600000000;978
2011-03-25 00:01:00;Omicron;634366080600000000;316
2019-04-26 00:01:00;Theta;6.36918E+017;296
2017-10-25T00:01:00.0000000;Chi;636,444,864,600,000,000.00000000;122
02-09-2016 12:02 AM;Delta;6.359057292E+17;991
2012-07-11 00:01:00;Lambda;6.34776E+017;801
2010-07-17 00:01:00;Iota;6.34149E+017;153
2010-06-27 00:01:00;Tau;634131936600000000;332
01-29-2019 12:02 AM;Rho;6.368431692E+17;747
2014-03-11T00:02:00.0000000;Alpha;635,300,929,200,000,000.00000000;734
2016-04-05 00:02:00;Gamma;635954113200000000;639
2016-02-15T00:01:00.0000000;Kappa;635,910,912,600,000,000.00000000;614
05-04-2018 12:02 AM;Epsilon;6.366098892E+17;220
12-03-2013 12:01 AM;Delta;6.352162566E+17;122
12-09-2017 12:02 AM;Tau;6.364837452E+17;673
06-13-2017 12:01 AM;Kappa;6.363290886E+17;7
2013-07-15 00:01:00;Rho;635094432600000000;725
2012-07-01T00:03:00.0000000;Xi;634,766,977,800,000,000.00000000;259
2019-11-04T00:01:00.0000000;Omega;637,084,224,600,000,000.00000000;238
2013-04-05 00:01:00;Delta;635007168600000000;689
2011-04-15 00:02:00;Omega;6.34384E+017;927
07-09-2015 12:01 AM;Sigma;6.357199686E+17;844
2012-07-05T00:01:00.0000000;Zeta;634,770,432,600,000,000.00000000;679
2012-06-13 00:01:00;Gamma;634751424600000000;574
2015-08-14 00:02:00;Pi;635751073200000000;792
2019-04-06 00:02:00;Nu;6.36901E+017;681
2017-11-17 00:01:00;Sigma;6.36465E+017;487
2013-03-21 00:01:00;Tau;6.34994E+017;275
2011-01-10 00:01:00;Phi;634302144600000000;309
2019-05-29 00:01:00;Xi;636946848600000000;968
2017-05-03 00:01:00;Epsilon;6.36294E+017;176
2014-10-19 00:01:00;Epsilon;635492736600000000;58
10-20-2010 12:02 AM;Phi;6.342312972E+17;452
2014-01-04 00:01:00;Psi;6.35244E+017;457
2019-06-20 00:01:00;Nu;6.36966E+017;375
2014-09-11 00:01:00;Alpha;635459904600000000;638
2016-10-11 00:02:00;Epsilon;636117409200000000;615
2013-07-07 00:01:00;Epsilon;6.35088E+017;433
2010-02-16T00:01:00.0000000;Zeta;634,018,752,600,000,000.00000000;421
12-03-2018 12:03 AM;Phi;6.367939218E+17;930
09-20-2014 12:03 AM;Alpha;6.354676818E+17;512
2019-05-23 00:01:00;Kappa;636941664600000000;341
2019-08-13 00:01:00;Phi;6.37013E+017;25
2010-03-23T00:01:00.0000000;Eta;634,048,992,600,000,000.00000000;30
11-25-2015 12:01 AM;Epsilon;6.358400646E+17;528
2010-04-14 00:02:00;Sigma;634068001200000000;344
06-13-2010 12:01 AM;Chi;6.341198406E+17;716
2015-01-15 00:02:00;Omega;635568769200000000;58
09-29-2010 12:01 AM;Phi;6.342131526E+17;186
2016-10-30 00:01:00;Beta;636133824600000000;744
09-29-2016 12:01 AM;Eta;6.361070406E+17;971
2011-07-07T00:02:00.0000000;Eta;634,455,937,200,000,000.00000000;551
2010-07-17 00:01:00;Rho;6.34149E+017;473
2015-03-22 00:03:00;Omicron;635625793800000000;270
2018-10-20T00:01:00.0000000;Eta;636,755,904,600,000,000.00000000;693
2017-05-18 00:01:00;Lambda;636306624600000000;709
08-18-2012 12:02 AM;Omicron;6.348084492E+17;40
2010-08-18 00:01:00;Theta;634176864600000000;858
2014-07-02 00:02:00;Sigma;635398561200000000;877
2011-04-07T00:02:00.0000000;Xi;634,377,313,200,000,000.00000000;936
2012-01-03T00:02:00.0000000;Pi;634,611,457,200,000,000.00000000;290
01-11-2013 12:01 AM;Xi;6.349345926E+17;466
01-29-2019 12:01 AM;Zeta;6.368431686E+17;536
2016-07-31 00:02:00;Chi;636055201200000000;244
2013-05-07T00:01:00.0000000;Pi;635,034,816,600,000,000.00000000;280
2016-07-15 00:01:00;Phi;6.36041E+017;662
2019-08-10 00:01:00;Upsilon;637009920600000000;667
2014-04-19 00:01:00;Zeta;635334624600000000;670
2015-07-02 00:02:00;Nu;6.35714E+017;276
2019-11-20 00:02:00;Rho;637098049200000000;409
11-08-2016 12:01 AM;Gamma;6.361416006E+17;154
2011-08-10T00:03:00.0000000;Lambda;634,485,313,800,000,000.00000000;834
11-17-2018 12:01 AM;Zeta;6.367800966E+17;807
2011-10-13 00:01:00;Epsilon;6.34541E+017;974
2013-11-25 00:02:00;Gamma;635209345200000000;849
03-25-2012 12:02 AM;Rho;6.346823052E+17;379
2017-11-14 00:01:00;Kappa;636462144600000000;141
12-30-2017 12:01 AM;Chi;6.365018886E+17;695
2019-11-27 00:02:00;Theta;6.37104E+017;671
07-23-2016 12:01 AM;Alpha;6.360482886E+17;318
11-14-2013 12:01 AM;Nu;6.351998406E+17;159
2017-07-06T00:01:00.0000000;Phi;636,348,960,600,000,000.00000000;977
2011-05-16 00:02:00;Omicron;634411009200000000;383
2017-08-30T00:03:00.0000000;Eta;636,396,481,800,000,000.00000000;144
04-10-2013 12:01 AM;Xi;6.350114886E+17;378
2016-06-01 00:01:00;Nu;636003360600000000;611
2017-11-07 00:01:00;Phi;636456096600000000;539
2010-03-28 00:01:00;Alpha;634053312600000000;377
08-26-2015 12:03 AM;Omega;6.357614418E+17;228
2017-12-12 00:03:00;Mu;636486337800000000;739
2014-08-01 00:01:00;Alpha;635424480600000000;425
2012-10-14 00:04:00;Pi;634857698400000000;329
2018-09-11 00:01:00;Zeta;636722208600000000;257
08-04-2011 12:01 AM;Epsilon;6.344801286E+17;303
2011-03-18 00:03:00;Zeta;634360033800000000;598
2010-04-29T00:03:00.0000000;Eta;634,080,961,800,000,000.00000000;186
2018-05-09 00:01:00;Omega;636614208600000000;505
2017-10-26 00:03:00;Nu;636445729800000000;390
10-26-2013 12:02 AM;Zeta;6.351834252E+17;870
2012-11-04 00:02:00;Delta;634875841200000000;880
2019-09-27 00:02:00;Alpha;637051393200000000;76
12-11-2011 12:02 AM;Zeta;6.345915852E+17;890
12-09-2011 12:02 AM;Gamma;6.345898572E+17;40
2016-03-18 00:02:00;Alpha;635938561200000000;552
2010-06-03T00:02:00.0000000;Gamma;634,111,201,200,000,000.00000000;602
2017-11-06 00:02:00;Phi;636455233200000000;640
2012-03-14 00:02:00;Phi;634672801200000000;96
10-03-2015 12:01 AM;Delta;6.357942726E+17;490
