TM;Category;unknown;Quantity
2014-12-24 00:01:00;Zeta;635549760600000000;968
2011-08-13T00:01:00.0000000;Nu;634,487,904,600,000,000.00000000;648
04-06-2010 12:01 AM;Rho;6.340610886E+17;276
10-01-2010 12:02 AM;Delta;6.342148812E+17;374
2013-08-29 00:01:00;Psi;635133312600000000;987
09-22-2014 12:01 AM;Xi;6.354694086E+17;788
09-05-2019 12:01 AM;Iota;6.370323846E+17;268
2017-10-11 00:01:00;Mu;6.36433E+017;934
04-21-2016 12:01 AM;Alpha;6.359679366E+17;482
01-10-2014 12:01 AM;Iota;6.352490886E+17;682
2011-03-20T00:01:00.0000000;Epsilon;634,361,760,600,000,000.00000000;217
2014-10-31 00:01:00;Psi;635503104600000000;133
12-04-2012 12:02 AM;Rho;6.349017612E+17;456
2012-12-20 00:02:00;Zeta;6.34916E+017;686
11-23-2017 12:02 AM;Phi;6.364699212E+17;451
2016-06-11 00:01:00;Theta;6.36012E+017;320
11-06-2016 12:01 AM;Lambda;6.361398726E+17;596
04-10-2013 12:01 AM;Kappa;6.350114886E+17;595
06-26-2019 12:01 AM;Eta;6.369710406E+17;435
2013-04-18 00:01:00;Omicron;635018400600000000;530
2014-01-19 00:01:00;Mu;635256864600000000;717
2018-04-29 00:01:00;Chi;6.36606E+017;317
2010-07-12T00:01:00.0000000;Gamma;634,144,896,600,000,000.00000000;507
12-19-2019 12:01 AM;Mu;6.371231046E+17;873
2017-05-12 00:01:00;Rho;636301440600000000;58
02-24-2011 12:01 AM;Delta;6.343410246E+17;248
2019-09-14 00:01:00;Alpha;637040160600000000;612
2019-01-03 00:01:00;Rho;636820704600000000;444
02-09-2015 12:01 AM;Alpha;6.355903686E+17;755
2014-03-16 00:01:00;Psi;635305248600000000;146
2010-05-20 00:03:00;Alpha;634099105800000000;915
2016-02-16T00:01:00.0000000;Zeta;635,911,776,600,000,000.00000000;506
2010-09-21T00:01:00.0000000;Lambda;634,206,240,600,000,000.00000000;878
2019-05-27T00:01:00.0000000;Theta;636,945,120,600,000,000.00000000;86
12-12-2017 12:01 AM;Mu;6.364863366E+17;76
12-12-2011 12:01 AM;Omicron;6.345924486E+17;578
2012-04-07 00:02:00;Upsilon;634693537200000000;262
2013-09-25 00:03:00;Gamma;635156641800000000;877
2019-07-15 00:01:00;Sigma;636987456600000000;552
2011-02-01 00:01:00;Omega;6.34321E+017;139
06-24-2013 12:01 AM;Gamma;6.350762886E+17;923
2018-04-19 00:01:00;Kappa;636596928600000000;999
2018-05-27 00:01:00;Pi;636629760600000000;621
2017-12-04 00:02:00;Kappa;6.36479E+017;853
03-27-2012 12:01 AM;Tau;6.346840326E+17;199
2013-09-19 00:01:00;Eta;6.35151E+017;52
2015-11-24 00:01:00;Omicron;6.35839E+017;987
2015-11-22 00:02:00;Psi;6.35837E+017;957
2017-11-27 00:01:00;Nu;636473376600000000;816
2011-06-20T00:01:00.0000000;Rho;634,441,248,600,000,000.00000000;630
2014-07-02 00:02:00;Rho;635398561200000000;506
2013-12-18 00:01:00;Omega;6.35229E+017;467
06-07-2018 12:01 AM;Nu;6.366392646E+17;888
11-27-2016 12:01 AM;Gamma;6.361580166E+17;159
2014-02-20 00:01:00;Alpha;635284512600000000;688
12-17-2014 12:01 AM;Zeta;6.355437126E+17;383
2011-10-23 00:01:00;Rho;634549248600000000;388
05-05-2018 12:01 AM;Epsilon;6.366107526E+17;347
2012-12-28 00:01:00;Alpha;634922496600000000;694
2011-10-24T00:02:00.0000000;Epsilon;634,550,113,200,000,000.00000000;95
2017-01-05 00:01:00;Sigma;636191712600000000;803
2019-05-06T00:02:00.0000000;Omicron;636,926,977,200,000,000.00000000;113
2013-12-09T00:02:00.0000000;Theta;635,221,441,200,000,000.00000000;661
2015-10-27 00:02:00;Mu;635815009200000000;982
2013-10-20 00:02:00;Gamma;635178241200000000;464
2014-03-27 00:01:00;Iota;635314752600000000;297
2013-09-30T00:01:00.0000000;Rho;635,160,960,600,000,000.00000000;875
04-03-2016 12:02 AM;Eta;6.359523852E+17;286
03-14-2016 12:01 AM;Alpha;6.359351046E+17;278
04-04-2016 12:02 AM;Delta;6.359532492E+17;730
2019-12-15 00:02:00;Nu;6.37120E+017;8
08-20-2018 12:01 AM;Gamma;6.367032006E+17;70
06-15-2010 12:01 AM;Zeta;6.341215686E+17;89
2014-12-28T00:01:00.0000000;Xi;635,553,216,600,000,000.00000000;632
2010-10-09T00:03:00.0000000;Epsilon;634,221,793,800,000,000.00000000;48
2010-01-16 00:02:00;Sigma;6.33992E+017;91
