TM;Category;unknown;Quantity
2017-11-10T00:01:00.0000000;Psi;636,458,688,600,000,000.00000000;37
2014-02-24 00:01:00;Iota;635287968600000000;618
2013-02-12 00:01:00;Iota;6.34962E+017;948
2016-02-01 00:01:00;Sigma;635898816600000000;984
2018-11-15 00:01:00;Iota;6.36778E+017;444
2016-02-12 00:01:00;Eta;635908320600000000;724
03-12-2018 12:01 AM;Beta;6.365640966E+17;127
2018-07-07 00:01:00;Lambda;636665184600000000;504
11-10-2015 12:01 AM;Eta;6.358271046E+17;653
05-20-2012 12:01 AM;Rho;6.347306886E+17;953
2013-08-09 00:01:00;Rho;635116032600000000;828
03-31-2018 12:01 AM;Omega;6.365805126E+17;854
2013-01-04 00:01:00;Chi;634928544600000000;604
2019-05-27T00:01:00.0000000;Mu;636,945,120,600,000,000.00000000;561
2015-09-02 00:01:00;Chi;635767488600000000;51
2015-11-21 00:01:00;Xi;635836608600000000;469
2014-06-17 00:01:00;Xi;6.35386E+017;293
2011-09-23 00:01:00;Upsilon;6.34523E+017;62
2018-08-14 00:02:00;Epsilon;6.36698E+017;51
2017-08-28T00:02:00.0000000;Pi;636,394,753,200,000,000.00000000;674
2012-09-14T00:01:00.0000000;Alpha;634,831,776,600,000,000.00000000;613
2014-11-26 00:01:00;Iota;6.35526E+017;600
2014-01-23 00:01:00;Lambda;6.35260E+017;216
03-30-2017 12:01 AM;Theta;6.362642886E+17;423
01-01-2010 12:02 AM;Omicron;6.339790092E+17;150
11-29-2015 12:02 AM;Phi;6.358435212E+17;415
2014-05-01 00:02:00;Sigma;635344993200000000;220
04-16-2012 12:01 AM;Zeta;6.347013126E+17;524
05-22-2017 12:02 AM;Kappa;6.363100812E+17;322
2017-11-14 00:02:00;Rho;636462145200000000;517
2017-08-12T00:01:00.0000000;Chi;636,380,928,600,000,000.00000000;83
05-09-2010 12:01 AM;Sigma;6.340896006E+17;265
2012-08-27T00:01:00.0000000;Xi;634,816,224,600,000,000.00000000;934
2013-06-01 00:01:00;Nu;6.35056E+017;761
2017-05-30 00:01:00;Alpha;636316992600000000;269
04-28-2014 12:01 AM;Kappa;6.353424006E+17;546
2016-04-15 00:01:00;Eta;6.35963E+017;280
2013-01-19T00:01:00.0000000;Iota;634,941,504,600,000,000.00000000;74
2011-12-06 00:02:00;Psi;6.34587E+017;948
2019-10-04 00:01:00;Sigma;637057440600000000;495
2019-04-20T00:01:00.0000000;Psi;636,913,152,600,000,000.00000000;956
2015-01-29 00:01:00;Delta;635580864600000000;985
06-26-2019 12:01 AM;Mu;6.369710406E+17;41
2018-09-28 00:02:00;Upsilon;636736897200000000;584
02-24-2011 12:01 AM;Eta;6.343410246E+17;431
2014-08-18 00:01:00;Sigma;635439168600000000;209
2010-02-16T00:01:00.0000000;Omega;634,018,752,600,000,000.00000000;630
2019-08-31 00:01:00;Nu;6.37028E+017;360
2014-02-23 00:02:00;Omicron;635287105200000000;591
11-02-2011 12:01 AM;Rho;6.345578886E+17;727
2011-08-10 00:01:00;Psi;634485312600000000;962
