TM;Category;unknown;Quantity
07-03-2010 12:01 AM;Eta;6.341371206E+17;39
2010-11-16T00:01:00.0000000;Omega;634,254,624,600,000,000.00000000;787
2012-04-25 00:01:00;Delta;634709088600000000;296
2014-02-04T00:01:00.0000000;Tau;635,270,688,600,000,000.00000000;510
2017-03-03T00:01:00.0000000;Phi;636,240,960,600,000,000.00000000;533
07-31-2012 12:01 AM;Rho;6.347928966E+17;756
2017-04-29 00:01:00;Nu;636290208600000000;900
12-08-2017 12:01 AM;Sigma;6.364828806E+17;892
2017-11-15 00:01:00;Nu;636463008600000000;846
2014-09-29 00:01:00;Pi;635475456600000000;401
2011-03-23 00:01:00;Omega;634364352600000000;791
2014-10-18 00:01:00;Psi;635491872600000000;444
06-11-2017 12:01 AM;Upsilon;6.363273606E+17;104
2011-11-17 00:01:00;Phi;6.34571E+017;558
2011-06-24 00:01:00;Theta;634444704600000000;236
2016-05-31 00:02:00;Nu;636002497200000000;999
2013-05-24 00:01:00;Omicron;635049504600000000;398
09-28-2016 12:02 AM;Zeta;6.361061772E+17;414
2011-11-29T00:01:00.0000000;Xi;634,581,216,600,000,000.00000000;960
2018-04-01 00:01:00;Omicron;636581376600000000;984
2017-02-14 00:01:00;Mu;636226272600000000;501
07-03-2016 12:02 AM;Gamma;6.360310092E+17;659
2013-10-20 00:01:00;Pi;635178240600000000;763
03-17-2015 12:02 AM;Nu;6.356214732E+17;601
2018-03-13 00:01:00;Tau;636564960600000000;142
2012-08-06 00:02:00;Psi;634798081200000000;517
2018-04-19 00:02:00;Xi;636596929200000000;96
2019-05-24T00:02:00.0000000;Alpha;636,942,529,200,000,000.00000000;990
2013-01-15 00:01:00;Sigma;634938048600000000;293
09-30-2016 12:01 AM;Chi;6.361079046E+17;568
02-18-2018 12:01 AM;Sigma;6.365450886E+17;379
08-08-2016 12:01 AM;Gamma;6.360621126E+17;460
2011-12-21 00:01:00;Pi;634600224600000000;728
12-08-2012 12:01 AM;Chi;6.349052166E+17;222
2014-09-29 00:01:00;Omicron;635475456600000000;348
2018-10-25 00:01:00;Epsilon;636760224600000000;171
03-30-2011 12:01 AM;Psi;6.343704006E+17;545
04-05-2016 12:01 AM;Tau;6.359541126E+17;307
10-03-2015 12:01 AM;Rho;6.357942726E+17;545
2012-04-28 00:02:00;Omicron;6.34712E+017;18
2013-01-21 00:02:00;Nu;634943233200000000;982
2014-03-28 00:01:00;Lambda;635315616600000000;108
2019-10-03 00:02:00;Pi;637056577200000000;468
2010-09-07 00:01:00;Sigma;634194144600000000;329
2012-12-09 00:04:00;Delta;634906082400000000;733
04-16-2011 12:01 AM;Beta;6.343850886E+17;1
2013-02-10 00:01:00;Pi;634960512600000000;227
2017-07-04 00:02:00;Beta;636347233200000000;464
2013-08-31 00:02:00;Rho;6.35135E+017;312
01-15-2017 12:01 AM;Gamma;6.362003526E+17;143
07-23-2010 12:02 AM;Omicron;6.341544012E+17;687
2014-12-23 00:01:00;Tau;635548896600000000;334
12-10-2017 12:03 AM;Beta;6.364846098E+17;234
2010-07-29T00:02:00.0000000;Psi;634,159,585,200,000,000.00000000;463
2019-09-11T00:02:00.0000000;Psi;637,037,569,200,000,000.00000000;581
2011-01-05 00:02:00;Xi;634297825200000000;531
2012-03-06 00:02:00;Alpha;6.34666E+017;332
2017-12-20 00:01:00;Tau;636493248600000000;910
2014-10-13 00:01:00;Xi;635487552600000000;882
10-18-2010 12:01 AM;Nu;6.342295686E+17;896
2014-03-24 00:03:00;Chi;635312161800000000;355
2010-05-05 00:01:00;Rho;6.34086E+017;446
2013-05-20 00:03:00;Mu;635046049800000000;660
2011-09-22 00:01:00;Phi;634522464600000000;455
2012-09-19 00:02:00;Kappa;6.34836E+017;185
01-01-2010 12:02 AM;Kappa;6.339790092E+17;890
2019-11-07 00:01:00;Chi;637086816600000000;337
2010-06-08 00:02:00;Kappa;634115521200000000;329
12-02-2019 12:02 AM;Upsilon;6.371084172E+17;490
2013-05-23 00:01:00;Omicron;635048640600000000;907
2016-04-09T00:01:00.0000000;Lambda;635,957,568,600,000,000.00000000;104
2011-05-12 00:02:00;Rho;634407553200000000;971
2010-07-12T00:01:00.0000000;Upsilon;634,144,896,600,000,000.00000000;718
06-04-2013 12:01 AM;Mu;6.350590086E+17;42
2012-01-20 00:01:00;Omicron;634626144600000000;820
2011-11-17 00:01:00;Gamma;6.34571E+017;810
2010-05-18 00:03:00;Sigma;634097377800000000;275
11-08-2015 12:02 AM;Phi;6.358253772E+17;735
11-08-2010 12:02 AM;Psi;6.342477132E+17;616
2017-12-16T00:01:00.0000000;Nu;636,489,792,600,000,000.00000000;18
2017-11-12T00:01:00.0000000;Kappa;636,460,416,600,000,000.00000000;302
2017-01-03 00:02:00;Rho;636189985200000000;850
2019-06-18 00:03:00;Pi;6.36964E+017;241
2010-06-25 00:01:00;Tau;634130208600000000;858
2012-01-21T00:02:00.0000000;Nu;634,627,009,200,000,000.00000000;470
09-02-2019 12:02 AM;Tau;6.370297932E+17;219
2010-11-03 00:01:00;Omega;6.34243E+017;178
