TM;Category;unknown;Quantity
2011-11-10 00:01:00;Nu;634564800600000000;820
2019-08-13 00:01:00;Eta;6.37013E+017;756
2018-10-02T00:01:00.0000000;Mu;636,740,352,600,000,000.00000000;126
02-18-2018 12:01 AM;Phi;6.365450886E+17;905
2015-11-18T00:01:00.0000000;Phi;635,834,016,600,000,000.00000000;87
2010-03-11 00:01:00;Epsilon;6.34039E+017;668
09-24-2012 12:01 AM;Omega;6.348404166E+17;383
2016-08-21 00:01:00;Epsilon;6.36073E+017;488
2012-01-27 00:01:00;Nu;634632192600000000;585
2018-10-08 00:01:00;Omega;6.36746E+017;407
2012-12-02 00:01:00;Mu;6.34900E+017;878
03-09-2013 12:01 AM;Sigma;6.349838406E+17;809
2010-03-20 00:02:00;Pi;634046401200000000;804
06-21-2019 12:01 AM;Theta;6.369667206E+17;967
2015-05-08 00:02:00;Gamma;6.35666E+017;501
2015-04-30 00:01:00;Theta;635659488600000000;698
2016-04-17 00:01:00;Kappa;6.35964E+017;739
01-09-2019 12:01 AM;Mu;6.368258886E+17;892
2013-07-26 00:02:00;Rho;6.35104E+017;665
2017-07-23 00:01:00;Pi;636363648600000000;667
2011-03-22T00:01:00.0000000;Mu;634,363,488,600,000,000.00000000;817
04-16-2017 12:01 AM;Omicron;6.362789766E+17;776
2016-04-24 00:01:00;Omicron;635970528600000000;888
2010-06-20 00:02:00;Sigma;634125889200000000;716
2012-12-12 00:01:00;Phi;634908672600000000;564
2011-07-29 00:01:00;Delta;634474944600000000;244
2016-07-15 00:01:00;Tau;6.36041E+017;693
2013-12-29T00:02:00.0000000;Chi;635,238,721,200,000,000.00000000;413
2014-07-01 00:02:00;Nu;635397697200000000;602
07-19-2010 12:01 AM;Upsilon;6.341509446E+17;592
2017-12-30 00:02:00;Sigma;636501889200000000;335
08-16-2014 12:01 AM;Delta;6.354374406E+17;12
05-20-2018 12:01 AM;Iota;6.366237126E+17;243
2012-07-17 00:02:00;Phi;634780801200000000;645
2015-07-11 00:01:00;Sigma;635721696600000000;996
2015-05-27 00:01:00;Tau;6.35683E+017;691
2017-06-02 00:02:00;Rho;636319585200000000;217
2018-11-12 00:03:00;Chi;6.36776E+017;326
2014-09-23 00:01:00;Tau;635470272600000000;292
01-17-2011 12:01 AM;Beta;6.343081926E+17;595
2014-09-15 00:01:00;Rho;6.35463E+017;878
2010-03-21 00:02:00;Nu;634047265200000000;747
2017-04-09 00:01:00;Tau;636272928600000000;254
2016-01-15 00:01:00;Iota;635884128600000000;155
2011-11-16 00:03:00;Upsilon;6.34570E+017;755
10-03-2016 12:01 AM;Eta;6.361104966E+17;355
04-10-2013 12:02 AM;Upsilon;6.350114892E+17;178
2017-07-09 00:01:00;Omega;636351552600000000;769
2018-09-19 00:01:00;Psi;636729120600000000;805
07-10-2014 12:02 AM;Alpha;6.354054732E+17;678
2013-01-21 00:01:00;Tau;634943232600000000;794
2016-10-30 00:01:00;Gamma;636133824600000000;422
02-13-2014 12:01 AM;Tau;6.352784646E+17;166
07-23-2016 12:01 AM;Sigma;6.360482886E+17;649
2010-03-08 00:01:00;Phi;634036032600000000;34
09-12-2016 12:01 AM;Theta;6.360923526E+17;154
2018-10-23 00:02:00;Xi;636758497200000000;860
2014-11-21T00:01:00.0000000;Psi;635,521,248,600,000,000.00000000;962
2014-02-26 00:01:00;Lambda;635289696600000000;899
2010-06-04T00:02:00.0000000;Tau;634,112,065,200,000,000.00000000;713
2015-04-15T00:01:00.0000000;Psi;635,646,528,600,000,000.00000000;574
07-27-2015 12:01 AM;Omega;6.357355206E+17;587
07-06-2010 12:01 AM;Gamma;6.341397126E+17;723
2013-08-02 00:02:00;Zeta;635109985200000000;104
2015-01-27 00:02:00;Iota;635579137200000000;136
2019-11-22T00:01:00.0000000;Zeta;637,099,776,600,000,000.00000000;889
05-16-2019 12:01 AM;Xi;6.369356166E+17;209
2012-06-17 00:02:00;Iota;634754881200000000;183
2011-06-21 00:03:00;Eta;634442113800000000;682
2019-11-30 00:01:00;Nu;6.37107E+017;116
08-01-2012 12:01 AM;Xi;6.347937606E+17;461
2018-04-27 00:02:00;Psi;6.36604E+017;234
2019-01-17 00:01:00;Epsilon;636832800600000000;751
2011-07-23 00:01:00;Theta;634469760600000000;320
03-25-2013 12:01 AM;Sigma;6.349976646E+17;948
2010-04-07 00:02:00;Alpha;634061953200000000;262
2016-05-21 00:01:00;Mu;635993856600000000;491
12-14-2010 12:03 AM;Zeta;6.342788178E+17;645
2017-04-04 00:02:00;Mu;636268609200000000;155
2012-01-29 00:02:00;Upsilon;6.34634E+017;599
07-16-2017 12:01 AM;Upsilon;6.363576006E+17;875
2018-08-29 00:01:00;Eta;636710976600000000;736
2018-03-05 00:01:00;Omega;6.36558E+017;684
2010-09-18 00:01:00;Eta;634203648600000000;537
06-07-2018 12:02 AM;Chi;6.366392652E+17;704
