TM;Category;unknown;Quantity
2015-01-19 00:01:00;Epsilon;6.35572E+017;968
2017-09-04 00:01:00;Chi;6.36401E+017;755
03-08-2013 12:01 AM;Xi;6.349829766E+17;654
2018-02-05 00:01:00;Theta;636533856600000000;315
09-30-2010 12:01 AM;Nu;6.342140166E+17;394
2017-06-18T00:01:00.0000000;Xi;636,333,408,600,000,000.00000000;507
10-29-2012 12:01 AM;Phi;6.348706566E+17;835
03-07-2013 12:01 AM;Sigma;6.349821126E+17;384
08-07-2016 12:01 AM;Beta;6.360612486E+17;15
07-05-2015 12:01 AM;Omicron;6.357165126E+17;541
2011-09-05 00:01:00;Phi;6.34508E+017;406
2017-12-31 00:02:00;Pi;636502753200000000;120
03-10-2019 12:01 AM;Sigma;6.368777286E+17;745
02-25-2016 12:01 AM;Theta;6.359195526E+17;0
06-29-2011 12:01 AM;Omicron;6.344490246E+17;213
2015-07-31T00:01:00.0000000;Sigma;635,738,976,600,000,000.00000000;26
10-18-2017 12:01 AM;Eta;6.364388166E+17;823
2013-06-28 00:01:00;Tau;635079744600000000;747
2011-07-11 00:01:00;Sigma;634459392600000000;63
2017-02-16 00:01:00;Phi;636228000600000000;733
2011-11-01 00:01:00;Kappa;6.34557E+017;508
2015-12-23T00:01:00.0000000;Nu;635,864,256,600,000,000.00000000;295
2010-12-07 00:01:00;Theta;634272768600000000;6
2011-04-14 00:02:00;Upsilon;6.34383E+017;386
2012-11-11 00:01:00;Tau;634881888600000000;138
2017-10-06T00:01:00.0000000;Nu;636,428,448,600,000,000.00000000;5
2018-11-09T00:01:00.0000000;Lambda;636,773,184,600,000,000.00000000;97
03-03-2015 12:01 AM;Gamma;6.356093766E+17;919
2018-06-23 00:01:00;Pi;6.36653E+017;93
2013-01-23 00:01:00;Zeta;634944960600000000;973
03-16-2011 12:01 AM;Epsilon;6.343583046E+17;523
2016-10-24 00:01:00;Sigma;636128640600000000;623
2014-03-17 00:01:00;Theta;6.35306E+017;762
2015-11-21 00:01:00;Upsilon;635836608600000000;206
2017-08-11T00:01:00.0000000;Omicron;636,380,064,600,000,000.00000000;140
2018-01-27 00:01:00;Eta;6.36526E+017;168
2016-06-27 00:01:00;Pi;6.36026E+017;182
2019-12-13 00:01:00;Lambda;637117920600000000;474
12-23-2013 12:01 AM;Beta;6.352335366E+17;764
05-05-2018 12:01 AM;Alpha;6.366107526E+17;217
2014-03-10 00:01:00;Iota;635300064600000000;454
2012-06-29 00:02:00;Iota;634765249200000000;265
2014-08-27 00:01:00;Kappa;6.35447E+017;318
2013-12-28T00:01:00.0000000;Iota;635,237,856,600,000,000.00000000;477
04-05-2015 12:01 AM;Chi;6.356378886E+17;434
04-15-2017 12:02 AM;Xi;6.362781132E+17;749
2014-02-21T00:02:00.0000000;Kappa;635,285,377,200,000,000.00000000;557
2017-03-20T00:01:00.0000000;Upsilon;636,255,648,600,000,000.00000000;452
11-06-2010 12:01 AM;Kappa;6.342459846E+17;70
08-20-2012 12:01 AM;Delta;6.348101766E+17;604
2018-07-01 00:02:00;Delta;636660001200000000;817
10-07-2014 12:01 AM;Psi;6.354823686E+17;431
2019-03-19 00:01:00;Sigma;636885504600000000;915
02-18-2018 12:02 AM;Lambda;6.365450892E+17;320
2017-05-18 00:02:00;Xi;6.36307E+017;446
2019-02-24T00:01:00.0000000;Beta;636,865,632,600,000,000.00000000;558
08-07-2010 12:02 AM;Rho;6.341673612E+17;260
04-17-2018 12:02 AM;Iota;6.365952012E+17;899
2010-11-13T00:02:00.0000000;Omicron;634,252,033,200,000,000.00000000;472
06-10-2018 12:01 AM;Omega;6.366418566E+17;617
2012-10-03T00:01:00.0000000;Omicron;634,848,192,600,000,000.00000000;945
07-11-2013 12:02 AM;Tau;6.350909772E+17;430
2015-09-03 00:02:00;Eta;635768353200000000;668
04-29-2019 12:02 AM;Nu;6.369209292E+17;916
2010-12-23 00:01:00;Delta;634286592600000000;154
2015-03-12 00:01:00;Kappa;635617152600000000;606
04-27-2014 12:02 AM;Zeta;6.353415372E+17;383
2013-11-07 00:02:00;Theta;635193793200000000;960
05-28-2010 12:02 AM;Upsilon;6.341060172E+17;446
2018-07-21T00:02:00.0000000;Kappa;636,677,281,200,000,000.00000000;921
2018-08-10T00:01:00.0000000;Epsilon;636,694,560,600,000,000.00000000;243
01-26-2014 12:02 AM;Xi;6.352629132E+17;767
2010-04-29T00:03:00.0000000;Delta;634,080,961,800,000,000.00000000;332
2019-01-24 00:01:00;Lambda;6.36839E+017;990
2017-09-13 00:02:00;Kappa;636408577200000000;797
08-29-2015 12:01 AM;Alpha;6.357640326E+17;656
01-09-2019 12:01 AM;Rho;6.368258886E+17;527
01-11-2019 12:01 AM;Tau;6.368276166E+17;594
2011-03-17 00:02:00;Xi;634359169200000000;716
11-23-2011 12:02 AM;Zeta;6.345760332E+17;242
02-21-2011 12:01 AM;Chi;6.343384326E+17;812
2013-11-28 00:02:00;Lambda;6.35212E+017;455
2011-11-30T00:02:00.0000000;Tau;634,582,081,200,000,000.00000000;411
2019-08-04 00:02:00;Delta;637004737200000000;794
2011-11-13 00:02:00;Beta;634567393200000000;538
12-15-2010 12:01 AM;Tau;6.342796806E+17;0
2015-01-01 00:01:00;Tau;6.35557E+017;926
2012-11-28 00:02:00;Alpha;634896577200000000;949
2017-09-17T00:02:00.0000000;Upsilon;636,412,033,200,000,000.00000000;16
11-16-2012 12:01 AM;Delta;6.348862086E+17;569
12-04-2012 12:01 AM;Theta;6.349017606E+17;737
2018-06-05 00:01:00;Alpha;6.36638E+017;497
2016-01-27T00:02:00.0000000;Upsilon;635,894,497,200,000,000.00000000;839
02-16-2013 12:02 AM;Pi;6.349656972E+17;531
2010-05-04 00:02:00;Rho;6.34085E+017;836
2014-06-10T00:02:00.0000000;Nu;635,379,553,200,000,000.00000000;341
06-24-2013 12:03 AM;Delta;6.350762898E+17;772
2019-04-19T00:02:00.0000000;Iota;636,912,289,200,000,000.00000000;679
2017-06-16T00:03:00.0000000;Nu;636,331,681,800,000,000.00000000;855
2013-03-30 00:02:00;Kappa;635001985200000000;383
2018-08-11 00:02:00;Epsilon;636695425200000000;924
10-18-2017 12:01 AM;Beta;6.364388166E+17;93
2011-07-04 00:02:00;Theta;634453345200000000;463
06-12-2010 12:02 AM;Lambda;6.341189772E+17;567
12-28-2016 12:02 AM;Nu;6.361848012E+17;957
2015-12-18 00:03:00;Theta;635859937800000000;491
2010-10-30 00:01:00;Omega;634239936600000000;716
2013-04-05 00:01:00;Beta;635007168600000000;421
2019-02-11 00:02:00;Omicron;6.36854E+017;414
2016-06-27 00:01:00;Rho;6.36026E+017;974
07-29-2014 12:01 AM;Alpha;6.354218886E+17;247
2012-05-25 00:01:00;Omega;634735008600000000;732
2016-06-09 00:02:00;Alpha;6.36010E+017;997
