TM;Category;unknown;Quantity
2011-10-21 00:01:00;Beta;634547520600000000;297
2012-03-18T00:01:00.0000000;Theta;634,676,256,600,000,000.00000000;552
11-27-2016 12:01 AM;Alpha;6.361580166E+17;250
2018-04-12 00:01:00;Epsilon;6.36591E+017;487
2013-04-19T00:01:00.0000000;Alpha;635,019,264,600,000,000.00000000;425
2010-03-08 00:01:00;Psi;634036032600000000;455
2013-01-23 00:01:00;Pi;634944960600000000;173
2012-07-01 00:01:00;Alpha;634766976600000000;0
2019-08-08T00:01:00.0000000;Beta;637,008,192,600,000,000.00000000;254
01-24-2016 12:01 AM;Kappa;6.358919046E+17;4
2015-12-25 00:02:00;Gamma;635865985200000000;641
06-22-2019 12:01 AM;Theta;6.369675846E+17;193
2014-06-12 00:01:00;Chi;635381280600000000;478
11-18-2018 12:01 AM;Gamma;6.367809606E+17;377
2012-05-30 00:02:00;Lambda;634739329200000000;255
03-13-2016 12:01 AM;Gamma;6.359342406E+17;923
2012-08-26T00:02:00.0000000;Gamma;634,815,361,200,000,000.00000000;278
01-27-2014 12:01 AM;Omicron;6.352637766E+17;684
2010-09-21T00:01:00.0000000;Tau;634,206,240,600,000,000.00000000;350
2011-11-12T00:01:00.0000000;Tau;634,566,528,600,000,000.00000000;598
2018-11-27T00:01:00.0000000;Kappa;636,788,736,600,000,000.00000000;208
2018-03-23 00:01:00;Sigma;6.36574E+017;933
2017-07-31 00:01:00;Beta;6.36371E+017;7
2017-04-27T00:01:00.0000000;Epsilon;636,288,480,600,000,000.00000000;774
2014-10-29 00:01:00;Sigma;635501376600000000;752
2011-03-23 00:01:00;Iota;634364352600000000;898
10-29-2018 12:01 AM;Iota;6.367636806E+17;187
09-01-2014 12:01 AM;Theta;6.354512646E+17;485
01-17-2017 12:02 AM;Chi;6.362020812E+17;383
02-21-2011 12:01 AM;Xi;6.343384326E+17;241
2015-11-23 00:02:00;Chi;6.35838E+017;728
09-25-2018 12:02 AM;Tau;6.367343052E+17;675
2016-03-20 00:01:00;Rho;635940288600000000;638
2019-03-21 00:01:00;Omicron;6.36887E+017;585
01-21-2015 12:02 AM;Iota;6.355739532E+17;582
2012-03-03 00:01:00;Zeta;634663296600000000;532
11-26-2010 12:01 AM;Zeta;6.342632646E+17;938
2015-03-29 00:01:00;Delta;635631840600000000;511
2010-05-24 00:01:00;Xi;6.34103E+017;757
2017-09-14 00:01:00;Iota;636409440600000000;577
2019-02-11 00:02:00;Tau;6.36854E+017;991
2017-11-10T00:02:00.0000000;Alpha;636,458,689,200,000,000.00000000;569
2019-02-02 00:01:00;Theta;636846624600000000;66
2017-10-02 00:01:00;Zeta;636424992600000000;665
03-07-2014 12:01 AM;Phi;6.352974726E+17;829
05-08-2017 12:01 AM;Xi;6.362979846E+17;78
2011-11-13 00:02:00;Zeta;634567393200000000;619
2011-03-10 00:01:00;Zeta;6.34353E+017;178
2014-08-20 00:01:00;Eta;635440896600000000;636
04-03-2011 12:02 AM;Theta;6.343738572E+17;966
09-07-2018 12:01 AM;Mu;6.367187526E+17;680
2016-10-27T00:01:00.0000000;Nu;636,131,232,600,000,000.00000000;21
