TM;Category;unknown;Quantity
2010-01-04T00:01:00.0000000;Zeta;6.339816006E+17;395
2017-03-02T00:01:00.0000000;Chi;636,240,096,600,000,000.00000000;66
2015-04-29T00:01:00.0000000;Xi;635658624600000000;137
2011-02-24T00:01:00.0000000;Alpha;6.343410246E+17;733
2013-03-17T00:01:00.0000000;Kappa;634990752600000000;378
2013-03-22T00:01:00.0000000;Mu;6.34995E+017;556
2013-04-12T00:01:00.0000000;Gamma;6.350132166E+17;139
2015-04-21T00:01:00.0000000;Xi;6.35652E+017;198
2014-02-08T00:01:00.0000000;Rho;635274144600000000;281
2015-08-10T00:01:00.0000000;Zeta;6.357476166E+17;978
2015-08-08T00:01:00.0000000;Gamma;6.35746E+017;218
2013-06-20T00:02:00.0000000;Upsilon;6.350728332E+17;45
2017-11-12T00:01:00.0000000;Xi;636,460,416,600,000,000.00000000;334
2019-07-15T00:01:00.0000000;Psi;636987456600000000;23
2018-05-29T00:02:00.0000000;Theta;636,631,489,200,000,000.00000000;431
2011-07-23T00:01:00.0000000;Zeta;634469760600000000;202
2011-09-24T00:02:00.0000000;Beta;6.34524E+017;820
2019-12-03T00:01:00.0000000;Delta;6.371092806E+17;970
2018-08-23T00:02:00.0000000;Xi;636705793200000000;292
2011-07-20T00:01:00.0000000;Kappa;6.344671686E+17;361
2013-09-04T00:01:00.0000000;Sigma;6.351384966E+17;532
2010-03-19T00:01:00.0000000;Pi;6.340455366E+17;404
2019-05-11T00:01:00.0000000;Chi;636931296600000000;434
2018-10-28T00:02:00.0000000;Psi;6.367628172E+17;108
2011-09-07T00:01:00.0000000;Kappa;6.34510E+017;803
2014-10-11T00:01:00.0000000;Omicron;635485824600000000;731
2014-11-20T00:01:00.0000000;Iota;635,520,384,600,000,000.00000000;254
2011-09-10T00:01:00.0000000;Epsilon;6.345120966E+17;245
2012-02-11T00:01:00.0000000;Chi;634,645,152,600,000,000.00000000;449
2018-12-05T00:01:00.0000000;Beta;6.367956486E+17;60
2015-08-15T00:01:00.0000000;Gamma;635751936600000000;927
2019-06-27T00:03:00.0000000;Iota;636971905800000000;870
2010-09-27T00:01:00.0000000;Phi;6.34211E+017;65
2017-08-13T00:01:00.0000000;Omega;636,381,792,600,000,000.00000000;553
2012-06-01T00:01:00.0000000;Pi;634741056600000000;779
2017-10-19T00:01:00.0000000;Rho;6.364396806E+17;693
2010-04-27T00:01:00.0000000;Lambda;634079232600000000;545
2013-10-09T00:01:00.0000000;Sigma;6.351687366E+17;674
2011-08-18T00:01:00.0000000;Nu;6.34492E+017;888
2015-09-25T00:01:00.0000000;Chi;635,787,360,600,000,000.00000000;447
2016-09-29T00:01:00.0000000;Eta;6.361070406E+17;268
2017-07-04T00:01:00.0000000;Delta;636347232600000000;857
2012-11-19T00:02:00.0000000;Epsilon;6.348888012E+17;376
2014-06-24T00:02:00.0000000;Pi;635391649200000000;20
2015-08-05T00:01:00.0000000;Alpha;635743296600000000;905
2019-11-06T00:01:00.0000000;Xi;637,085,952,600,000,000.00000000;44
2010-10-27T00:01:00.0000000;Zeta;634,237,344,600,000,000.00000000;621
2011-09-24T00:02:00.0000000;Chi;6.34524E+017;949
2015-08-24T00:01:00.0000000;Omega;6.35760E+017;837
2014-11-03T00:01:00.0000000;Chi;635,505,696,600,000,000.00000000;608
2014-10-16T00:02:00.0000000;Sigma;635490145200000000;646
2014-11-03T00:01:00.0000000;Gamma;635,505,696,600,000,000.00000000;846
2011-01-01T00:02:00.0000000;Nu;6.342943692E+17;977
2010-07-19T00:01:00.0000000;Theta;6.341509446E+17;858
2018-07-04T00:01:00.0000000;Upsilon;636,662,592,600,000,000.00000000;526
2010-12-19T00:02:00.0000000;Theta;634,283,137,200,000,000.00000000;819
2016-08-25T00:03:00.0000000;Omicron;6.360768018E+17;92
2019-08-27T00:01:00.0000000;Eta;637024608600000000;159
