TM;Category;unknown;Quantity
2018-07-23T00:01:00.0000000;Epsilon;636,679,008,600,000,000.00000000;561
2017-12-08T00:01:00.0000000;Beta;6.364828806E+17;522
2015-12-08T00:01:00.0000000;Pi;635851296600000000;272
2016-01-10T00:01:00.0000000;Phi;635,879,808,600,000,000.00000000;634
2019-04-03T00:01:00.0000000;Alpha;636,898,464,600,000,000.00000000;222
2012-02-28T00:01:00.0000000;Pi;634,659,840,600,000,000.00000000;14
2014-09-04T00:01:00.0000000;Omega;6.354538566E+17;596
2016-06-27T00:01:00.0000000;Omega;6.36026E+017;163
2017-05-17T00:01:00.0000000;Pi;636305760600000000;569
2019-01-02T00:01:00.0000000;Sigma;636,819,840,600,000,000.00000000;180
2016-07-27T00:01:00.0000000;Omega;636,051,744,600,000,000.00000000;87
2014-02-08T00:01:00.0000000;Mu;635274144600000000;24
2019-02-03T00:01:00.0000000;Alpha;636847488600000000;813
2018-04-30T00:01:00.0000000;Gamma;6.36606E+017;201
2012-01-18T00:01:00.0000000;Beta;6.346244166E+17;833
2017-07-18T00:01:00.0000000;Omicron;6.363593286E+17;418
2012-05-04T00:01:00.0000000;Iota;6.347168646E+17;773
2018-03-24T00:01:00.0000000;Omicron;6.36574E+017;99
2012-09-03T00:02:00.0000000;Zeta;6.34822E+017;918
2015-01-01T00:01:00.0000000;Chi;6.35557E+017;438
2017-12-28T00:01:00.0000000;Psi;6.365001606E+17;736
2018-10-04T00:01:00.0000000;Phi;636,742,080,600,000,000.00000000;793
2010-03-31T00:02:00.0000000;Delta;6.340559052E+17;903
2016-06-16T00:01:00.0000000;Psi;6.360163206E+17;77
2019-03-28T00:01:00.0000000;Mu;6.368932806E+17;478
2011-08-17T00:01:00.0000000;Nu;634491360600000000;936
2014-11-18T00:01:00.0000000;Mu;635518656600000000;140
2015-05-07T00:01:00.0000000;Omega;6.35666E+017;295
2012-09-02T00:02:00.0000000;Pi;6.34821E+017;3
2018-11-23T00:01:00.0000000;Phi;636785280600000000;286
2015-08-03T00:01:00.0000000;Nu;635741568600000000;326
2016-03-08T00:01:00.0000000;Kappa;635929920600000000;731
2012-03-21T00:01:00.0000000;Tau;634678848600000000;713
2017-06-14T00:01:00.0000000;Theta;6.363299526E+17;162
2018-12-16T00:02:00.0000000;Pi;636805153200000000;845
2011-02-11T00:01:00.0000000;Omicron;634329792600000000;795
2012-03-17T00:01:00.0000000;Rho;634,675,392,600,000,000.00000000;121
2019-08-13T00:02:00.0000000;Alpha;6.37013E+017;730
2011-07-18T00:01:00.0000000;Pi;6.344654406E+17;497
2015-11-27T00:01:00.0000000;Tau;6.358417926E+17;327
2010-03-05T00:01:00.0000000;Psi;634,033,440,600,000,000.00000000;895
2010-05-18T00:01:00.0000000;Alpha;634,097,376,600,000,000.00000000;210
2015-07-27T00:02:00.0000000;Iota;635735521200000000;238
2019-06-12T00:01:00.0000000;Alpha;636,958,944,600,000,000.00000000;447
2018-05-21T00:01:00.0000000;Eta;6.366245766E+17;159
2018-03-16T00:01:00.0000000;Beta;636,567,552,600,000,000.00000000;21
2017-09-16T00:02:00.0000000;Kappa;636,411,169,200,000,000.00000000;290
2013-10-27T00:02:00.0000000;Beta;6.351842892E+17;620
2010-12-30T00:01:00.0000000;Chi;6.342926406E+17;394
2010-02-11T00:02:00.0000000;Rho;634014433200000000;586
2012-10-14T00:01:00.0000000;Theta;6.348576966E+17;456
2016-09-30T00:02:00.0000000;Zeta;6.361079052E+17;513
2019-04-24T00:01:00.0000000;Eta;636916608600000000;289
2015-01-03T00:01:00.0000000;Delta;6.35558E+017;425
2012-11-06T00:01:00.0000000;Delta;634877568600000000;85
2019-03-30T00:02:00.0000000;Upsilon;636895009200000000;308
2019-08-23T00:01:00.0000000;Kappa;637021152600000000;0
2013-04-16T00:02:00.0000000;Sigma;635016673200000000;143
2019-08-15T00:03:00.0000000;Omega;6.370142418E+17;989
2013-09-09T00:01:00.0000000;Theta;635142816600000000;816
2013-12-11T00:01:00.0000000;Eta;635,223,168,600,000,000.00000000;678
2014-03-13T00:01:00.0000000;Alpha;635,302,656,600,000,000.00000000;122
2019-07-27T00:01:00.0000000;Gamma;6.369978246E+17;316
2014-03-13T00:01:00.0000000;Kappa;635,302,656,600,000,000.00000000;506
2012-04-13T00:01:00.0000000;Rho;6.346987206E+17;992
2012-06-13T00:02:00.0000000;Psi;634751425200000000;615
2014-02-20T00:01:00.0000000;Alpha;635284512600000000;328
2010-04-06T00:01:00.0000000;Alpha;6.340610886E+17;178
2015-11-06T00:01:00.0000000;Upsilon;6.35824E+017;288
2011-09-19T00:02:00.0000000;Theta;634,519,873,200,000,000.00000000;384
2017-03-23T00:01:00.0000000;Omega;636258240600000000;629
2016-02-24T00:01:00.0000000;Kappa;6.359186886E+17;269
2019-02-22T00:01:00.0000000;Beta;636863904600000000;959
