TM;Category;unknown;Quantity
2018-08-09T00:01:00.0000000;Zeta;636,693,696,600,000,000.00000000;257
2015-11-24T00:01:00.0000000;Nu;6.35839E+017;119
2019-12-23T00:01:00.0000000;Rho;6.371265606E+17;511
2012-06-24T00:01:00.0000000;Phi;6.347609286E+17;465
2016-07-02T00:01:00.0000000;Rho;6.360301446E+17;542
2019-07-17T00:01:00.0000000;Tau;636989184600000000;854
2013-08-19T00:01:00.0000000;Epsilon;6.351246726E+17;489
2010-04-03T00:01:00.0000000;Tau;6.340584966E+17;224
2017-07-26T00:01:00.0000000;Sigma;636,366,240,600,000,000.00000000;297
2017-12-08T00:01:00.0000000;Kappa;6.364828806E+17;263
2019-09-06T00:01:00.0000000;Rho;6.370332486E+17;164
2011-07-13T00:01:00.0000000;Eta;6.34461E+017;559
2016-08-06T00:02:00.0000000;Lambda;6.360603852E+17;889
2011-09-28T00:01:00.0000000;Iota;6.345276486E+17;423
2018-08-03T00:01:00.0000000;Iota;6.366885126E+17;443
2016-08-18T00:01:00.0000000;Zeta;636070752600000000;785
2013-01-19T00:01:00.0000000;Sigma;634,941,504,600,000,000.00000000;423
2018-03-17T00:02:00.0000000;Zeta;636,568,417,200,000,000.00000000;661
2015-06-13T00:01:00.0000000;Lambda;6.35698E+017;635
2012-12-16T00:01:00.0000000;Tau;634912128600000000;425
2018-04-11T00:02:00.0000000;Chi;6.36590E+017;415
2018-07-24T00:01:00.0000000;Xi;636679872600000000;36
2014-02-06T00:01:00.0000000;Nu;635272416600000000;535
2013-09-09T00:01:00.0000000;Iota;635142816600000000;283
2018-09-27T00:01:00.0000000;Epsilon;6.367360326E+17;0
2014-01-15T00:03:00.0000000;Nu;635,253,409,800,000,000.00000000;510
2017-11-15T00:03:00.0000000;Sigma;6.36463E+017;949
2012-12-31T00:02:00.0000000;Tau;634,925,089,200,000,000.00000000;97
2018-03-29T00:01:00.0000000;Rho;6.365787846E+17;191
2011-10-03T00:02:00.0000000;Alpha;634531969200000000;429
2019-08-20T00:01:00.0000000;Tau;6.370185606E+17;601
2011-10-18T00:01:00.0000000;Eta;6.345449286E+17;547
2013-05-31T00:02:00.0000000;Alpha;6.35056E+017;914
2014-12-05T00:03:00.0000000;Lambda;635533345800000000;702
2016-09-12T00:01:00.0000000;Beta;6.360923526E+17;170
2012-06-22T00:01:00.0000000;Phi;6.34759E+017;785
2016-08-23T00:02:00.0000000;Zeta;6.360750732E+17;313
2015-06-04T00:02:00.0000000;Theta;635689729200000000;926
2015-08-05T00:02:00.0000000;Eta;6.35743E+017;899
2017-02-01T00:01:00.0000000;Pi;6.36215E+017;868
2014-02-06T00:01:00.0000000;Alpha;635272416600000000;285
2014-06-08T00:01:00.0000000;Kappa;635377824600000000;201
2010-10-29T00:03:00.0000000;Zeta;634239073800000000;743
2015-01-07T00:02:00.0000000;Beta;6.355618572E+17;746
2015-03-24T00:01:00.0000000;Iota;635627520600000000;62
2018-03-18T00:01:00.0000000;Delta;636,569,280,600,000,000.00000000;243
2018-01-31T00:01:00.0000000;Eta;6.365295366E+17;312
2011-09-09T00:01:00.0000000;Chi;6.345112326E+17;760
2012-03-12T00:02:00.0000000;Gamma;6.346710732E+17;749
2014-04-12T00:01:00.0000000;Beta;6.353285766E+17;822
2014-04-12T00:01:00.0000000;Lambda;6.353285766E+17;201
2019-04-27T00:01:00.0000000;Sigma;6.36919E+017;649
2019-09-24T00:01:00.0000000;Beta;6.370488006E+17;322
2014-11-16T00:02:00.0000000;Phi;635516929200000000;4
2015-11-28T00:02:00.0000000;Theta;6.358426572E+17;349
2013-03-12T00:01:00.0000000;Theta;634986432600000000;619
2015-01-15T00:03:00.0000000;Eta;635568769800000000;572
2018-10-14T00:02:00.0000000;Iota;6.367507212E+17;401
2013-10-06T00:01:00.0000000;Kappa;6.35166E+017;307
2013-04-05T00:01:00.0000000;Pi;635007168600000000;330
2017-04-15T00:01:00.0000000;Gamma;6.36278E+017;366
2013-05-20T00:02:00.0000000;Nu;6.350460492E+17;393
2013-12-13T00:01:00.0000000;Theta;635224896600000000;772
2014-01-25T00:01:00.0000000;Psi;6.352620486E+17;131
2014-12-15T00:01:00.0000000;Epsilon;6.35542E+017;8
2017-07-18T00:01:00.0000000;Pi;6.363593286E+17;123
2014-02-01T00:03:00.0000000;Phi;635,268,097,800,000,000.00000000;111
2019-10-11T00:01:00.0000000;Mu;6.370634886E+17;485
2017-11-05T00:03:00.0000000;Phi;636454369800000000;167
2019-06-15T00:01:00.0000000;Sigma;636961536600000000;742
2014-01-05T00:02:00.0000000;Lambda;6.35245E+017;149
2014-01-07T00:01:00.0000000;Chi;6.352464966E+17;362
2013-11-15T00:01:00.0000000;Tau;6.352007046E+17;921
2011-01-10T00:02:00.0000000;Kappa;634302145200000000;410
2013-06-15T00:01:00.0000000;Xi;635068512600000000;703
2010-08-01T00:01:00.0000000;Alpha;634162176600000000;601
2018-02-01T00:01:00.0000000;Mu;6.365304006E+17;132
2010-04-04T00:01:00.0000000;Alpha;6.340593606E+17;355
2011-11-02T00:03:00.0000000;Mu;6.345578898E+17;998
2014-11-24T00:02:00.0000000;Alpha;6.35524E+017;679
2015-09-22T00:03:00.0000000;Chi;635,784,769,800,000,000.00000000;916
2011-09-09T00:01:00.0000000;Theta;6.345112326E+17;242
2014-06-20T00:02:00.0000000;Eta;6.353881932E+17;797
2016-03-15T00:02:00.0000000;Rho;6.359359692E+17;927
2012-09-22T00:02:00.0000000;Iota;6.348386892E+17;458
2015-05-22T00:01:00.0000000;Theta;635678496600000000;636
2010-04-30T00:01:00.0000000;Nu;634,081,824,600,000,000.00000000;312
2019-10-05T00:02:00.0000000;Omicron;6.37058E+017;515
2017-10-25T00:02:00.0000000;Omega;636444865200000000;428
2015-11-26T00:01:00.0000000;Kappa;6.358409286E+17;698
2015-12-09T00:03:00.0000000;Omega;6.35852E+017;854
2016-12-17T00:01:00.0000000;Mu;636175296600000000;618
2019-02-12T00:02:00.0000000;Tau;6.36855E+017;464
2012-05-19T00:02:00.0000000;Nu;6.347298252E+17;560
2016-11-07T00:01:00.0000000;Zeta;6.361407366E+17;697
2016-06-11T00:02:00.0000000;Theta;6.360120012E+17;102
