TM;Category;unknown;Quantity
2011-05-18T00:01:00.0000000;Phi;634412736600000000;721
2013-02-18T00:01:00.0000000;Rho;6.349674246E+17;262
2017-12-03T00:01:00.0000000;Chi;636478560600000000;955
2017-10-03T00:01:00.0000000;Alpha;636425856600000000;67
2014-06-09T00:01:00.0000000;Pi;635,378,688,600,000,000.00000000;425
2017-08-30T00:01:00.0000000;Psi;636,396,480,600,000,000.00000000;173
2012-11-26T00:01:00.0000000;Tau;634,894,848,600,000,000.00000000;481
2016-05-01T00:01:00.0000000;Kappa;635976576600000000;168
2015-05-01T00:01:00.0000000;Phi;635,660,352,600,000,000.00000000;517
2011-08-10T00:01:00.0000000;Chi;634485312600000000;346
2014-10-30T00:01:00.0000000;Chi;635502240600000000;686
2012-12-28T00:01:00.0000000;Iota;634922496600000000;101
2015-08-16T00:01:00.0000000;Tau;635752800600000000;322
2017-01-28T00:01:00.0000000;Psi;636211584600000000;252
2010-12-11T00:01:00.0000000;Tau;6.342762246E+17;946
2010-03-31T00:01:00.0000000;Phi;6.34056E+017;701
2018-02-08T00:01:00.0000000;Lambda;636,536,448,600,000,000.00000000;569
2016-05-12T00:01:00.0000000;Delta;635986080600000000;420
2011-08-17T00:01:00.0000000;Chi;634491360600000000;455
2012-01-25T00:01:00.0000000;Psi;634630464600000000;148
2017-03-01T00:02:00.0000000;Rho;636,239,233,200,000,000.00000000;530
2014-11-14T00:01:00.0000000;Tau;6.355152006E+17;740
2017-12-27T00:01:00.0000000;Theta;6.364992966E+17;829
2011-04-07T00:02:00.0000000;Alpha;634,377,313,200,000,000.00000000;971
2010-08-07T00:01:00.0000000;Nu;6.341673606E+17;337
2012-01-26T00:01:00.0000000;Zeta;634631328600000000;649
2016-01-03T00:01:00.0000000;Omega;6.358737606E+17;830
2019-07-19T00:03:00.0000000;Delta;636,990,913,800,000,000.00000000;769
2010-05-23T00:02:00.0000000;Delta;6.34102E+017;947
2010-07-12T00:01:00.0000000;Iota;634,144,896,600,000,000.00000000;947
2011-01-14T00:01:00.0000000;Zeta;6.34306E+017;473
2019-09-20T00:01:00.0000000;Lambda;6.370453446E+17;47
2014-05-31T00:01:00.0000000;Omega;6.353709126E+17;300
2019-04-08T00:01:00.0000000;Upsilon;6.36903E+017;347
2013-03-28T00:01:00.0000000;Omicron;6.350002566E+17;554
2019-11-02T00:01:00.0000000;Beta;637082496600000000;207
2018-08-22T00:01:00.0000000;Nu;6.367049286E+17;79
2012-09-11T00:01:00.0000000;Epsilon;634829184600000000;641
2011-11-14T00:01:00.0000000;Rho;634568256600000000;688
2014-06-05T00:02:00.0000000;Rho;635375233200000000;903
2019-04-30T00:01:00.0000000;Phi;6.369217926E+17;909
2017-02-02T00:01:00.0000000;Lambda;6.362159046E+17;174
2014-07-01T00:01:00.0000000;Theta;635397696600000000;970
2013-10-19T00:01:00.0000000;Upsilon;635,177,376,600,000,000.00000000;823
2018-04-30T00:01:00.0000000;Upsilon;6.36606E+017;472
2010-03-07T00:01:00.0000000;Xi;634,035,168,600,000,000.00000000;547
2016-12-12T00:01:00.0000000;Psi;6.361709766E+17;407
2014-09-09T00:02:00.0000000;Nu;635,458,177,200,000,000.00000000;323
2017-11-09T00:01:00.0000000;Epsilon;636457824600000000;95
2018-12-06T00:01:00.0000000;Chi;6.367965126E+17;684
2012-05-09T00:01:00.0000000;Psi;634721184600000000;739
2013-07-06T00:02:00.0000000;Lambda;6.35087E+017;15
2018-06-13T00:01:00.0000000;Mu;636644448600000000;126
2014-02-13T00:01:00.0000000;Xi;6.352784646E+17;743
2010-09-05T00:02:00.0000000;Rho;634192417200000000;835
2012-06-14T00:02:00.0000000;Iota;634,752,289,200,000,000.00000000;308
2010-04-22T00:01:00.0000000;Omicron;6.340749126E+17;939
2013-09-21T00:02:00.0000000;Epsilon;6.351531852E+17;289
2015-09-23T00:01:00.0000000;Kappa;635,785,632,600,000,000.00000000;905
2017-09-13T00:01:00.0000000;Delta;636408576600000000;869
2012-09-11T00:02:00.0000000;Gamma;634829185200000000;704
2014-05-03T00:01:00.0000000;Sigma;635346720600000000;701
2012-12-03T00:02:00.0000000;Pi;6.349008972E+17;712
2014-11-17T00:03:00.0000000;Omega;635517793800000000;921
2015-01-31T00:01:00.0000000;Epsilon;635,582,592,600,000,000.00000000;571
2013-01-07T00:01:00.0000000;Omicron;6.34931E+017;29
2010-03-04T00:01:00.0000000;Kappa;634032576600000000;981
2011-04-07T00:01:00.0000000;Pi;634,377,312,600,000,000.00000000;485
2014-07-26T00:02:00.0000000;Chi;6.354192972E+17;671
2012-04-18T00:02:00.0000000;Zeta;634703041200000000;831
2017-11-10T00:01:00.0000000;Phi;636,458,688,600,000,000.00000000;294
2012-10-19T00:02:00.0000000;Gamma;634,862,017,200,000,000.00000000;366
2018-09-24T00:02:00.0000000;Lambda;6.367334412E+17;104
2014-08-30T00:02:00.0000000;Epsilon;6.354495372E+17;898
2013-09-18T00:02:00.0000000;Gamma;6.35151E+017;226
2017-10-24T00:02:00.0000000;Eta;636,444,001,200,000,000.00000000;125
2017-12-08T00:01:00.0000000;Eta;6.364828806E+17;425
2010-08-04T00:02:00.0000000;Omega;6.34165E+017;537
2012-09-09T00:02:00.0000000;Alpha;6.348274572E+17;652
2019-12-24T00:01:00.0000000;Rho;6.371274246E+17;294
2014-07-16T00:02:00.0000000;Theta;635,410,657,200,000,000.00000000;524
2013-12-29T00:04:00.0000000;Iota;635238722400000000;581
2017-09-07T00:01:00.0000000;Lambda;6.364033926E+17;705
2011-08-28T00:02:00.0000000;Zeta;634500865200000000;111
2011-06-26T00:01:00.0000000;Omega;6.34446E+017;224
2010-04-26T00:01:00.0000000;Mu;634078368600000000;178
2010-07-29T00:01:00.0000000;Psi;634,159,584,600,000,000.00000000;0
2012-11-24T00:03:00.0000000;Iota;634,893,121,800,000,000.00000000;423
2018-05-15T00:02:00.0000000;Epsilon;6.36619E+017;578
2014-09-12T00:02:00.0000000;Psi;635460769200000000;818
2011-04-01T00:01:00.0000000;Delta;6.343721286E+17;492
2017-07-26T00:01:00.0000000;Gamma;636,366,240,600,000,000.00000000;116
2015-04-07T00:03:00.0000000;Epsilon;6.356396178E+17;479
2010-05-24T00:01:00.0000000;Alpha;6.34103E+017;916
2013-05-15T00:01:00.0000000;Phi;6.35042E+017;175
2018-10-18T00:02:00.0000000;Psi;636754177200000000;936
2011-06-07T00:02:00.0000000;Nu;6.34430E+017;552
2012-11-14T00:02:00.0000000;Omega;6.34884E+017;826
2014-05-05T00:02:00.0000000;Delta;635,348,449,200,000,000.00000000;420
2014-06-03T00:01:00.0000000;Kappa;6.353735046E+17;629
2010-06-27T00:01:00.0000000;Psi;634131936600000000;92
2016-07-08T00:03:00.0000000;Xi;636,035,329,800,000,000.00000000;134
2011-10-28T00:02:00.0000000;Omicron;634553569200000000;721
2013-01-12T00:01:00.0000000;Alpha;6.349354566E+17;8
2012-04-07T00:02:00.0000000;Tau;634693537200000000;162
2013-11-27T00:02:00.0000000;Upsilon;6.35211E+017;189
2012-07-11T00:01:00.0000000;Psi;6.34776E+017;742
2018-04-08T00:02:00.0000000;Tau;636587425200000000;370
2017-02-25T00:01:00.0000000;Upsilon;6.362357766E+17;685
2014-03-16T00:02:00.0000000;Phi;6.35305E+017;576
2015-09-30T00:03:00.0000000;Omega;6.357916818E+17;659
2016-09-05T00:02:00.0000000;Phi;636086305200000000;209
2018-03-19T00:02:00.0000000;Pi;636570145200000000;707
2011-07-21T00:02:00.0000000;Kappa;634468033200000000;19
2010-05-07T00:02:00.0000000;Lambda;6.340878732E+17;310
2014-11-21T00:01:00.0000000;Gamma;635,521,248,600,000,000.00000000;495
2017-03-31T00:02:00.0000000;Psi;6.362651532E+17;537
2016-02-09T00:02:00.0000000;Psi;6.359057292E+17;260
2017-12-15T00:01:00.0000000;Omega;636488928600000000;750
2017-11-21T00:02:00.0000000;Zeta;6.364681932E+17;246
2015-03-30T00:01:00.0000000;Omega;635632704600000000;165
2016-09-30T00:02:00.0000000;Sigma;6.361079052E+17;425
2018-12-07T00:02:00.0000000;Psi;6.367973772E+17;201
2016-07-12T00:01:00.0000000;Rho;636038784600000000;459
2018-01-27T00:02:00.0000000;Rho;6.36526E+017;631
2017-05-07T00:01:00.0000000;Mu;6.362971206E+17;64
2015-12-08T00:02:00.0000000;Delta;635851297200000000;289
2016-09-27T00:02:00.0000000;Pi;6.361053132E+17;624
2012-09-07T00:03:00.0000000;Phi;6.348257298E+17;490
2018-04-03T00:03:00.0000000;Gamma;636,583,105,800,000,000.00000000;563
2013-12-09T00:03:00.0000000;Omicron;635,221,441,800,000,000.00000000;111
2016-12-26T00:03:00.0000000;Kappa;6.361830738E+17;158
2017-09-25T00:01:00.0000000;Epsilon;6.364189446E+17;424
2014-03-03T00:01:00.0000000;Chi;6.352940166E+17;402
2012-10-10T00:02:00.0000000;Tau;6.348542412E+17;953
2014-06-30T00:01:00.0000000;Xi;635396832600000000;270
2014-10-26T00:02:00.0000000;Sigma;6.354987852E+17;767
2015-04-12T00:01:00.0000000;Zeta;635643936600000000;243
2013-07-27T00:02:00.0000000;Epsilon;6.351048012E+17;942
2015-10-21T00:02:00.0000000;Psi;6.358098252E+17;633
2019-05-02T00:01:00.0000000;Kappa;6.369235206E+17;963
2013-06-29T00:03:00.0000000;Kappa;635,080,609,800,000,000.00000000;524
2016-06-08T00:02:00.0000000;Theta;6.36009E+017;780
2015-02-02T00:02:00.0000000;Kappa;635584321200000000;777
2011-11-06T00:02:00.0000000;Xi;6.345613452E+17;576
2018-07-22T00:03:00.0000000;Upsilon;636,678,145,800,000,000.00000000;520
2015-01-07T00:02:00.0000000;Lambda;6.355618572E+17;415
2012-06-09T00:02:00.0000000;Delta;6.347479692E+17;848
2011-10-11T00:04:00.0000000;Xi;6.34539E+017;443
