TM;Category;unknown;Quantity
2016-09-10T00:01:00.0000000;Chi;6.360906246E+17;732
2016-10-04T00:01:00.0000000;Lambda;636111360600000000;522
2018-08-04T00:01:00.0000000;Phi;6.366893766E+17;592
2017-02-21T00:01:00.0000000;Eta;6.362323206E+17;449
2019-02-14T00:01:00.0000000;Phi;6.368569926E+17;168
2016-06-07T00:01:00.0000000;Upsilon;636008544600000000;905
2011-07-23T00:01:00.0000000;Kappa;634469760600000000;529
2015-07-12T00:01:00.0000000;Lambda;635722560600000000;728
2014-03-18T00:01:00.0000000;Eta;6.35307E+017;43
2019-10-16T00:01:00.0000000;Eta;637067808600000000;726
2013-02-05T00:02:00.0000000;Beta;634,956,193,200,000,000.00000000;332
2015-06-06T00:01:00.0000000;Zeta;635,691,456,600,000,000.00000000;163
2012-07-15T00:01:00.0000000;Mu;6.347790726E+17;977
2011-04-23T00:01:00.0000000;Alpha;634391136600000000;332
2015-04-30T00:01:00.0000000;Delta;635659488600000000;446
2010-01-06T00:01:00.0000000;Omega;6.339833286E+17;254
2019-02-15T00:01:00.0000000;Iota;6.368578566E+17;944
2015-05-01T00:01:00.0000000;Lambda;635,660,352,600,000,000.00000000;97
2014-09-04T00:01:00.0000000;Nu;6.354538566E+17;186
2011-07-07T00:01:00.0000000;Alpha;634,455,936,600,000,000.00000000;719
2012-08-10T00:01:00.0000000;Xi;634,801,536,600,000,000.00000000;162
2011-10-11T00:01:00.0000000;Theta;634538880600000000;435
2015-07-22T00:01:00.0000000;Nu;6.357312006E+17;555
2013-01-25T00:01:00.0000000;Theta;6.34947E+017;727
2016-01-16T00:02:00.0000000;Tau;6.35885E+017;843
2018-01-19T00:02:00.0000000;Phi;636519169200000000;700
2013-01-22T00:02:00.0000000;Gamma;634944097200000000;907
2016-12-28T00:02:00.0000000;Kappa;6.361848012E+17;742
2010-08-27T00:02:00.0000000;Mu;6.341846412E+17;533
2010-11-25T00:02:00.0000000;Iota;6.342624012E+17;565
2014-08-27T00:01:00.0000000;Omicron;6.35447E+017;5
2010-02-27T00:01:00.0000000;Alpha;6.340282566E+17;965
2018-09-05T00:01:00.0000000;Upsilon;6.367170246E+17;608
2015-09-08T00:01:00.0000000;Zeta;635772672600000000;352
2012-12-19T00:01:00.0000000;Tau;6.34915E+017;63
2012-06-05T00:01:00.0000000;Theta;6.34745E+017;17
2016-02-02T00:01:00.0000000;Gamma;635899680600000000;772
2013-07-06T00:03:00.0000000;Eta;6.35087E+017;420
2011-06-08T00:01:00.0000000;Beta;6.34431E+017;786
2019-01-20T00:01:00.0000000;Nu;636,835,392,600,000,000.00000000;526
2010-10-25T00:03:00.0000000;Eta;634,235,617,800,000,000.00000000;658
2012-10-22T00:01:00.0000000;Upsilon;634,864,608,600,000,000.00000000;965
2019-08-09T00:01:00.0000000;Xi;637009056600000000;82
2014-06-15T00:01:00.0000000;Theta;6.35384E+017;847
2018-03-07T00:02:00.0000000;Omega;6.365597772E+17;179
