TM;Category;unknown;Quantity
2011-06-14T00:01:00.0000000;Epsilon;6.344360646E+17;407
2012-08-12T00:01:00.0000000;Omicron;634803264600000000;795
2018-10-09T00:02:00.0000000;Tau;6.36746E+017;436
2015-09-16T00:01:00.0000000;Mu;6.357795846E+17;850
2019-01-01T00:01:00.0000000;Iota;636,818,976,600,000,000.00000000;411
2011-05-09T00:01:00.0000000;Omicron;6.344049606E+17;494
2012-11-03T00:01:00.0000000;Nu;6.348749766E+17;869
2019-08-12T00:01:00.0000000;Sigma;6.37012E+017;413
2012-05-28T00:02:00.0000000;Omega;634,737,601,200,000,000.00000000;890
2018-12-09T00:01:00.0000000;Zeta;6.367991046E+17;157
2012-11-30T00:01:00.0000000;Delta;634898304600000000;27
2019-01-20T00:01:00.0000000;Pi;636,835,392,600,000,000.00000000;920
2015-05-02T00:01:00.0000000;Theta;635,661,216,600,000,000.00000000;159
2016-03-11T00:01:00.0000000;Lambda;6.35933E+017;329
2016-03-19T00:01:00.0000000;Rho;635939424600000000;116
2013-06-05T00:01:00.0000000;Xi;6.350598726E+17;855
2010-05-26T00:01:00.0000000;Xi;6.341042886E+17;522
2010-03-28T00:01:00.0000000;Gamma;634053312600000000;883
2015-08-28T00:01:00.0000000;Omicron;6.357631686E+17;500
2017-08-02T00:01:00.0000000;Chi;6.363722886E+17;18
2018-01-21T00:01:00.0000000;Theta;636,520,896,600,000,000.00000000;714
2019-06-07T00:01:00.0000000;Omicron;6.369546246E+17;307
2018-09-03T00:02:00.0000000;Xi;6.36715E+017;969
2011-05-20T00:01:00.0000000;Omega;6.34414E+017;937
2017-05-16T00:01:00.0000000;Gamma;636304896600000000;902
2019-04-09T00:01:00.0000000;Omicron;6.36904E+017;100
2013-02-12T00:02:00.0000000;Mu;6.34962E+017;223
2019-01-22T00:03:00.0000000;Alpha;636837121800000000;204
2019-06-14T00:01:00.0000000;Phi;636,960,672,600,000,000.00000000;722
2017-06-21T00:01:00.0000000;Rho;636336000600000000;209
2016-04-09T00:02:00.0000000;Rho;635,957,569,200,000,000.00000000;49
2017-11-30T00:01:00.0000000;Gamma;636,475,968,600,000,000.00000000;609
2019-03-23T00:01:00.0000000;Omega;6.368889606E+17;169
2010-10-06T00:01:00.0000000;Psi;634219200600000000;776
2011-11-23T00:01:00.0000000;Delta;6.345760326E+17;465
2018-04-02T00:02:00.0000000;Omega;636582241200000000;932
2015-05-04T00:02:00.0000000;Tau;635662945200000000;881
2016-06-02T00:01:00.0000000;Omicron;636004224600000000;952
2017-02-13T00:02:00.0000000;Nu;636225409200000000;850
2018-12-30T00:01:00.0000000;Gamma;636817248600000000;559
2014-08-18T00:01:00.0000000;Mu;635439168600000000;737
2019-03-08T00:02:00.0000000;Rho;6.368760012E+17;734
2012-03-14T00:02:00.0000000;Xi;634672801200000000;986
2011-10-09T00:01:00.0000000;Eta;634537152600000000;630
2015-09-24T00:01:00.0000000;Gamma;635,786,496,600,000,000.00000000;907
2012-12-16T00:02:00.0000000;Beta;634912129200000000;854
2015-06-27T00:01:00.0000000;Pi;635,709,600,600,000,000.00000000;772
2019-02-18T00:01:00.0000000;Lambda;6.368604486E+17;256
2017-10-18T00:01:00.0000000;Lambda;6.364388166E+17;651
2010-11-19T00:01:00.0000000;Pi;634257216600000000;597
2018-11-02T00:01:00.0000000;Lambda;6.367671366E+17;495
2017-11-29T00:02:00.0000000;Sigma;636,475,105,200,000,000.00000000;504
2016-12-10T00:01:00.0000000;Psi;6.361692486E+17;136
2019-07-15T00:01:00.0000000;Mu;636987456600000000;194
2018-04-01T00:01:00.0000000;Alpha;636581376600000000;135
2015-06-15T00:03:00.0000000;Omega;6.356992338E+17;26
2018-08-06T00:03:00.0000000;Gamma;636691105800000000;548
2017-11-25T00:02:00.0000000;Zeta;636471649200000000;468
2018-06-06T00:01:00.0000000;Upsilon;6.366384006E+17;400
2015-09-25T00:01:00.0000000;Epsilon;635,787,360,600,000,000.00000000;654
2015-11-18T00:02:00.0000000;Nu;635,834,017,200,000,000.00000000;869
2015-10-17T00:01:00.0000000;Xi;6.35806E+017;773
2012-08-27T00:01:00.0000000;Sigma;634,816,224,600,000,000.00000000;459
