TM;Category;unknown;Quantity
2012-07-23T00:01:00.0000000;Upsilon;634,785,984,600,000,000.00000000;303
2017-01-18T00:01:00.0000000;Lambda;6.362029446E+17;480
2018-10-02T00:01:00.0000000;Phi;636,740,352,600,000,000.00000000;41
2012-01-19T00:01:00.0000000;Omicron;634625280600000000;116
2017-10-22T00:01:00.0000000;Upsilon;636442272600000000;114
2017-07-15T00:01:00.0000000;Alpha;6.363567366E+17;596
2013-08-15T00:01:00.0000000;Omega;6.351212166E+17;981
2011-09-27T00:01:00.0000000;Upsilon;6.345267846E+17;205
2010-02-21T00:01:00.0000000;Beta;6.34023E+017;510
2018-04-13T00:01:00.0000000;Phi;6.365917446E+17;979
2010-08-18T00:01:00.0000000;Eta;634176864600000000;575
2010-03-11T00:01:00.0000000;Xi;6.34039E+017;672
2019-02-21T00:01:00.0000000;Phi;636863040600000000;507
2010-08-10T00:01:00.0000000;Nu;6.341699526E+17;305
2018-12-31T00:01:00.0000000;Gamma;636,818,112,600,000,000.00000000;927
2015-04-17T00:01:00.0000000;Tau;635648256600000000;727
2011-11-09T00:01:00.0000000;Omega;634563936600000000;252
2017-04-24T00:01:00.0000000;Omicron;636285888600000000;113
2014-05-04T00:01:00.0000000;Kappa;635,347,584,600,000,000.00000000;191
2018-07-21T00:01:00.0000000;Upsilon;636,677,280,600,000,000.00000000;633
2016-06-18T00:01:00.0000000;Delta;636018048600000000;225
2010-06-10T00:01:00.0000000;Omicron;6.34117E+017;380
2011-04-30T00:02:00.0000000;Xi;634397185200000000;267
2013-04-14T00:01:00.0000000;Zeta;6.350149446E+17;920
2013-04-24T00:01:00.0000000;Zeta;635023584600000000;384
2011-10-21T00:01:00.0000000;Nu;634547520600000000;446
2017-08-14T00:01:00.0000000;Tau;636382656600000000;912
2011-12-24T00:01:00.0000000;Gamma;6.34603E+017;63
2016-09-08T00:01:00.0000000;Xi;6.36089E+017;426
2016-10-17T00:01:00.0000000;Iota;6.361225926E+17;682
2015-04-19T00:02:00.0000000;Alpha;6.35650E+017;238
2018-10-27T00:01:00.0000000;Lambda;6.36762E+017;733
2011-07-21T00:01:00.0000000;Psi;6.344680326E+17;754
2015-06-27T00:01:00.0000000;Zeta;635,709,600,600,000,000.00000000;432
2015-12-13T00:01:00.0000000;Rho;6.35856E+017;575
2017-04-01T00:02:00.0000000;Upsilon;6.362660172E+17;548
2010-06-07T00:01:00.0000000;Psi;634114656600000000;865
2016-12-26T00:03:00.0000000;Pi;6.361830738E+17;100
2018-11-30T00:02:00.0000000;Mu;6.36791E+017;8
2017-07-02T00:02:00.0000000;Lambda;636345505200000000;466
2012-06-24T00:01:00.0000000;Chi;6.347609286E+17;529
2014-02-11T00:01:00.0000000;Eta;6.35277E+017;729
2013-09-24T00:01:00.0000000;Xi;6.351557766E+17;287
2014-10-04T00:01:00.0000000;Mu;6.35480E+017;446
2013-07-06T00:01:00.0000000;Zeta;6.35087E+017;304
2011-12-29T00:01:00.0000000;Kappa;6.346071366E+17;985
2019-07-03T00:02:00.0000000;Chi;636977089200000000;874
2018-03-18T00:01:00.0000000;Omicron;636,569,280,600,000,000.00000000;253
2016-07-17T00:01:00.0000000;Zeta;6.36043E+017;258
2015-08-09T00:01:00.0000000;Nu;6.357467526E+17;896
2017-10-06T00:02:00.0000000;Tau;636,428,449,200,000,000.00000000;886
2010-10-15T00:01:00.0000000;Xi;6.34227E+017;638
2018-01-15T00:03:00.0000000;Epsilon;6.365157138E+17;132
2012-12-20T00:02:00.0000000;Theta;6.34916E+017;629
2018-05-06T00:01:00.0000000;Alpha;6.366116166E+17;527
2012-07-27T00:01:00.0000000;Tau;6.34789E+017;963
2017-10-16T00:01:00.0000000;Chi;6.364370886E+17;117
2014-06-03T00:03:00.0000000;Nu;6.353735058E+17;808
2015-11-13T00:01:00.0000000;Pi;635829696600000000;223
2017-01-25T00:01:00.0000000;Omicron;636,208,992,600,000,000.00000000;160
2011-03-03T00:02:00.0000000;Iota;634,347,073,200,000,000.00000000;686
2011-03-03T00:02:00.0000000;Eta;634,347,073,200,000,000.00000000;19
2016-10-02T00:02:00.0000000;Theta;6.361096332E+17;838
2010-10-29T00:01:00.0000000;Upsilon;634239072600000000;165
2017-02-18T00:02:00.0000000;Iota;6.36230E+017;550
2018-02-17T00:01:00.0000000;Chi;6.365442246E+17;201
2017-06-29T00:02:00.0000000;Psi;6.363429132E+17;228
2019-06-18T00:01:00.0000000;Xi;6.36964E+017;760
2013-05-11T00:01:00.0000000;Omicron;635038272600000000;93
2011-12-16T00:01:00.0000000;Alpha;634595904600000000;237
2011-04-15T00:02:00.0000000;Nu;6.34384E+017;65
2017-09-29T00:02:00.0000000;Nu;6.364224012E+17;487
2011-11-02T00:02:00.0000000;Zeta;6.345578892E+17;199
2011-07-08T00:01:00.0000000;Epsilon;634,456,800,600,000,000.00000000;183
2019-08-18T00:01:00.0000000;Beta;6.370168326E+17;911
2014-05-30T00:02:00.0000000;Phi;6.353700492E+17;532
2010-09-05T00:01:00.0000000;Zeta;634192416600000000;106
2011-01-12T00:01:00.0000000;Iota;634303872600000000;855
2011-01-06T00:02:00.0000000;Pi;634,298,689,200,000,000.00000000;512
2013-03-19T00:02:00.0000000;Delta;6.34992E+017;55
2010-04-05T00:02:00.0000000;Psi;6.340602252E+17;135
2013-12-04T00:01:00.0000000;Beta;6.352171206E+17;250
2012-03-08T00:01:00.0000000;Alpha;6.346676166E+17;855
2018-03-04T00:02:00.0000000;Phi;6.36557E+017;858
2017-06-18T00:02:00.0000000;Phi;636,333,409,200,000,000.00000000;249
2018-05-11T00:01:00.0000000;Beta;636,615,936,600,000,000.00000000;421
2019-02-24T00:01:00.0000000;Theta;636,865,632,600,000,000.00000000;84
2011-10-02T00:01:00.0000000;Sigma;634531104600000000;939
2012-08-28T00:02:00.0000000;Omega;634,817,089,200,000,000.00000000;170
2010-01-08T00:01:00.0000000;Rho;633985056600000000;687
2014-04-08T00:02:00.0000000;Upsilon;6.353251212E+17;646
2014-11-24T00:01:00.0000000;Delta;635523840600000000;389
2010-06-27T00:01:00.0000000;Lambda;634131936600000000;652
2011-05-15T00:01:00.0000000;Upsilon;634,410,144,600,000,000.00000000;239
2018-08-08T00:02:00.0000000;Nu;636,692,833,200,000,000.00000000;54
2015-04-06T00:01:00.0000000;Phi;6.356387526E+17;267
2012-05-22T00:01:00.0000000;Kappa;6.347324166E+17;605
2019-08-06T00:02:00.0000000;Phi;637,006,465,200,000,000.00000000;717
