TM;Category;unknown;Quantity
2011-11-07T00:01:00.0000000;Theta;6.345622086E+17;373
2015-03-20T00:01:00.0000000;Pi;6.356240646E+17;102
2016-05-08T00:01:00.0000000;Omega;6.359826246E+17;833
2014-08-18T00:01:00.0000000;Sigma;635439168600000000;135
2012-08-07T00:02:00.0000000;Zeta;634,798,945,200,000,000.00000000;854
2010-01-23T00:01:00.0000000;Psi;6.339980166E+17;981
2017-05-05T00:01:00.0000000;Rho;6.362953926E+17;52
2011-11-30T00:01:00.0000000;Psi;634,582,080,600,000,000.00000000;869
2017-12-25T00:01:00.0000000;Upsilon;6.364975686E+17;561
2016-01-10T00:01:00.0000000;Zeta;635,879,808,600,000,000.00000000;263
2016-12-02T00:01:00.0000000;Epsilon;636,162,336,600,000,000.00000000;923
2017-01-24T00:01:00.0000000;Nu;636,208,128,600,000,000.00000000;984
2018-02-06T00:01:00.0000000;Delta;636534720600000000;745
2010-06-29T00:02:00.0000000;Eta;6.34134E+017;769
2017-12-31T00:01:00.0000000;Delta;636502752600000000;270
2010-03-19T00:01:00.0000000;Xi;6.340455366E+17;782
2016-09-14T00:01:00.0000000;Chi;6.360940806E+17;931
2010-02-03T00:01:00.0000000;Epsilon;6.34008E+017;753
2016-08-03T00:01:00.0000000;Alpha;6.36058E+017;181
2018-09-17T00:02:00.0000000;Gamma;636727393200000000;841
2011-08-22T00:01:00.0000000;Gamma;6.344956806E+17;608
2017-09-18T00:02:00.0000000;Xi;636,412,897,200,000,000.00000000;596
2018-06-10T00:02:00.0000000;Psi;6.366418572E+17;360
2010-08-06T00:01:00.0000000;Chi;6.341664966E+17;266
2015-09-22T00:02:00.0000000;Gamma;635,784,769,200,000,000.00000000;191
2015-02-11T00:01:00.0000000;Eta;6.355920966E+17;791
2014-11-01T00:02:00.0000000;Epsilon;635,503,969,200,000,000.00000000;740
2014-11-22T00:01:00.0000000;Sigma;635522112600000000;312
2010-06-19T00:01:00.0000000;Rho;634125024600000000;725
2016-04-12T00:01:00.0000000;Lambda;635960160600000000;463
2018-06-10T00:02:00.0000000;Upsilon;6.366418572E+17;498
2019-02-24T00:01:00.0000000;Mu;636,865,632,600,000,000.00000000;791
2017-06-05T00:03:00.0000000;Mu;6.36322E+017;641
2017-03-13T00:01:00.0000000;Beta;6.362496006E+17;54
2012-06-21T00:02:00.0000000;Kappa;6.34758E+017;7
2011-05-22T00:02:00.0000000;Chi;6.344161932E+17;247
2015-06-21T00:02:00.0000000;Mu;635704417200000000;108
2015-02-19T00:01:00.0000000;Eta;635,599,008,600,000,000.00000000;17
2013-04-19T00:01:00.0000000;Zeta;635,019,264,600,000,000.00000000;62
2010-03-07T00:01:00.0000000;Epsilon;634,035,168,600,000,000.00000000;254
2014-10-13T00:01:00.0000000;Delta;635487552600000000;30
2015-12-21T00:02:00.0000000;Zeta;635862529200000000;363
2015-02-05T00:01:00.0000000;Epsilon;635586912600000000;610
2014-07-23T00:01:00.0000000;Chi;6.35417E+017;869
2010-09-22T00:03:00.0000000;Chi;634207105800000000;546
2011-06-30T00:01:00.0000000;Psi;6.344498886E+17;646
2012-01-16T00:01:00.0000000;Phi;6.346226886E+17;96
2012-04-10T00:03:00.0000000;Kappa;6.34696E+017;148
2012-05-24T00:01:00.0000000;Omicron;6.347341446E+17;709
2017-04-08T00:02:00.0000000;Theta;636,272,065,200,000,000.00000000;433
2013-07-15T00:02:00.0000000;Iota;635094433200000000;342
2012-03-21T00:02:00.0000000;Sigma;634678849200000000;204
2017-10-11T00:01:00.0000000;Zeta;6.36433E+017;627
2014-01-06T00:02:00.0000000;Phi;6.352456332E+17;171
2012-06-26T00:02:00.0000000;Mu;6.347626572E+17;779
2011-10-09T00:01:00.0000000;Lambda;634537152600000000;24
2016-08-06T00:01:00.0000000;Theta;6.360603846E+17;383
2013-01-16T00:02:00.0000000;Chi;634938913200000000;933
2011-01-30T00:03:00.0000000;Theta;6.34319E+017;749
2014-08-27T00:02:00.0000000;Eta;6.35447E+017;161
2019-12-19T00:01:00.0000000;Eta;6.371231046E+17;347
2011-06-19T00:02:00.0000000;Nu;634,440,385,200,000,000.00000000;221
2018-10-08T00:01:00.0000000;Omicron;6.36746E+017;118
2011-02-25T00:02:00.0000000;Omega;6.343418892E+17;283
2019-06-13T00:03:00.0000000;Tau;636,959,809,800,000,000.00000000;287
2013-02-08T00:01:00.0000000;Pi;634958784600000000;728
2010-05-11T00:02:00.0000000;Epsilon;6.340913292E+17;454
2019-01-13T00:01:00.0000000;Omicron;6.368293446E+17;319
2012-09-02T00:02:00.0000000;Mu;6.34821E+017;625
2019-02-12T00:02:00.0000000;Gamma;6.36855E+017;32
2014-12-07T00:01:00.0000000;Nu;635,535,072,600,000,000.00000000;472
2014-10-29T00:01:00.0000000;Pi;635501376600000000;636
2018-01-14T00:02:00.0000000;Omega;6.365148492E+17;159
2016-05-12T00:02:00.0000000;Nu;635986081200000000;992
2014-01-18T00:02:00.0000000;Nu;635256001200000000;187
2016-07-23T00:02:00.0000000;Theta;636048289200000000;543
2016-08-17T00:01:00.0000000;Theta;636069888600000000;821
2010-12-08T00:02:00.0000000;Phi;6.34274E+017;736
2014-12-17T00:01:00.0000000;Eta;6.355437126E+17;759
2011-03-27T00:01:00.0000000;Pi;6.34368E+017;577
2012-01-24T00:02:00.0000000;Mu;634629601200000000;533
2016-02-16T00:03:00.0000000;Theta;635911777800000000;293
2016-06-05T00:02:00.0000000;Tau;636006817200000000;635
2012-07-21T00:02:00.0000000;Phi;634,784,257,200,000,000.00000000;174
2011-03-31T00:01:00.0000000;Beta;6.343712646E+17;508
2017-11-19T00:01:00.0000000;Chi;6.364664646E+17;532
2011-11-26T00:02:00.0000000;Sigma;634578625200000000;320
2017-02-19T00:04:00.0000000;Kappa;6.362305944E+17;801
2015-06-28T00:03:00.0000000;Phi;635710465800000000;913
2012-03-06T00:02:00.0000000;Theta;6.34666E+017;834
2013-12-28T00:02:00.0000000;Omicron;635,237,857,200,000,000.00000000;783
2018-07-21T00:03:00.0000000;Omega;636,677,281,800,000,000.00000000;2
2018-11-28T00:01:00.0000000;Iota;636789600600000000;242
2017-09-01T00:03:00.0000000;Epsilon;636398209800000000;682
2012-03-06T00:02:00.0000000;Alpha;6.34666E+017;847
2013-01-12T00:01:00.0000000;Kappa;6.349354566E+17;759
2019-01-19T00:01:00.0000000;Phi;636,834,528,600,000,000.00000000;441
2011-11-24T00:01:00.0000000;Rho;6.345768966E+17;358
2012-08-30T00:02:00.0000000;Xi;634818817200000000;398
2015-04-19T00:02:00.0000000;Chi;6.35650E+017;446
2019-04-26T00:01:00.0000000;Beta;6.36918E+017;723
2014-07-03T00:01:00.0000000;Zeta;6.35399E+017;33
2015-11-13T00:04:00.0000000;Pi;635829698400000000;871
2017-09-12T00:03:00.0000000;Theta;636407713800000000;833
2016-11-07T00:01:00.0000000;Nu;6.361407366E+17;474
2015-04-17T00:02:00.0000000;Omega;635648257200000000;399
2011-09-01T00:02:00.0000000;Psi;634504321200000000;743
2014-08-02T00:01:00.0000000;Upsilon;635425344600000000;175
2016-12-02T00:02:00.0000000;Omega;636,162,337,200,000,000.00000000;908
2016-11-21T00:03:00.0000000;Theta;6.361528338E+17;133
2013-03-11T00:02:00.0000000;Mu;634985569200000000;673
2017-09-01T00:03:00.0000000;Psi;636398209800000000;294
2011-04-10T00:03:00.0000000;Beta;634379905800000000;419
2019-08-02T00:01:00.0000000;Nu;637003008600000000;681
2012-10-07T00:02:00.0000000;Delta;6.34852E+017;894
2014-02-27T00:03:00.0000000;Kappa;6.35291E+017;490
2018-01-22T00:02:00.0000000;Gamma;636,521,761,200,000,000.00000000;642
2010-12-25T00:03:00.0000000;Psi;6.34288E+017;906
2017-10-04T00:03:00.0000000;Pi;636,426,721,800,000,000.00000000;563
2013-05-11T00:01:00.0000000;Rho;635038272600000000;56
2018-02-27T00:03:00.0000000;Lambda;636,552,865,800,000,000.00000000;87
2018-05-08T00:02:00.0000000;Gamma;636613345200000000;116
2015-04-22T00:03:00.0000000;Lambda;6.356525778E+17;746
2017-03-26T00:01:00.0000000;Nu;6.36261E+017;236
2016-07-24T00:02:00.0000000;Beta;636049153200000000;674
2014-10-26T00:04:00.0000000;Alpha;6.354987864E+17;365
2012-07-30T00:01:00.0000000;Iota;6.347920326E+17;761
2012-02-12T00:02:00.0000000;Omega;634646017200000000;630
2018-12-02T00:01:00.0000000;Phi;6.36793E+017;598
2019-12-19T00:02:00.0000000;Delta;6.371231052E+17;396
2019-12-07T00:02:00.0000000;Xi;637112737200000000;324
2012-12-17T00:01:00.0000000;Omicron;634912992600000000;239
2014-09-29T00:01:00.0000000;Xi;635475456600000000;550
2016-01-05T00:04:00.0000000;Tau;635875490400000000;662
2013-12-27T00:01:00.0000000;Upsilon;635236992600000000;756
2017-09-20T00:03:00.0000000;Xi;636414625800000000;777
2019-06-03T00:03:00.0000000;Nu;6.369511698E+17;919
2018-12-09T00:02:00.0000000;Theta;636799105200000000;256
2019-04-20T00:02:00.0000000;Pi;636,913,153,200,000,000.00000000;545
2016-10-04T00:02:00.0000000;Alpha;636111361200000000;356
2019-02-06T00:03:00.0000000;Pi;636,850,081,800,000,000.00000000;267
2012-08-14T00:01:00.0000000;Upsilon;6.34805E+017;817
2014-09-08T00:01:00.0000000;Sigma;635,457,312,600,000,000.00000000;246
2016-08-03T00:02:00.0000000;Iota;6.36058E+017;261
2011-03-07T00:02:00.0000000;Psi;6.34351E+017;597
